site_id,date,tmax
hebei_central,2024-01-01,274.83770751953125
hebei_central,2024-01-02,280.1886291503906
hebei_central,2024-01-03,281.5364990234375
hebei_central,2024-01-04,283.5294494628906
hebei_central,2024-01-05,280.6768798828125
hebei_central,2024-01-06,278.1249694824219
hebei_central,2024-01-07,275.181396484375
hebei_central,2024-01-08,274.8226318359375
hebei_central,2024-01-09,277.6709899902344
hebei_central,2024-01-10,279.9379577636719
hebei_central,2024-01-11,282.2819519042969
hebei_central,2024-01-12,280.4983215332031
hebei_central,2024-01-13,276.9544372558594
hebei_central,2024-01-14,277.465087890625
hebei_central,2024-01-15,277.9747314453125
hebei_central,2024-01-16,274.6310729980469
hebei_central,2024-01-17,275.8921203613281
hebei_central,2024-01-18,275.8245849609375
hebei_central,2024-01-19,274.3685302734375
hebei_central,2024-01-20,275.0198669433594
hebei_central,2024-01-21,272.46795654296875
hebei_central,2024-01-22,271.9635925292969
hebei_central,2024-01-23,275.01739501953125
hebei_central,2024-01-24,277.1611633300781
hebei_central,2024-01-25,279.76904296875
hebei_central,2024-01-26,279.3598937988281
hebei_central,2024-01-27,278.7008056640625
hebei_central,2024-01-28,281.4087829589844
hebei_central,2024-01-29,278.9478759765625
hebei_central,2024-01-30,275.0260009765625
hebei_central,2024-01-31,274.9766540527344
hebei_central,2024-02-01,272.8797302246094
hebei_central,2024-02-02,273.5444030761719
hebei_central,2024-02-03,275.5841979980469
hebei_central,2024-02-04,274.0332946777344
hebei_central,2024-02-05,275.54425048828125
hebei_central,2024-02-06,278.2704772949219
hebei_central,2024-02-07,278.2851257324219
hebei_central,2024-02-08,279.94659423828125
hebei_central,2024-02-09,284.5061340332031
hebei_central,2024-02-10,280.1747741699219
hebei_central,2024-02-11,287.3288879394531
hebei_central,2024-02-12,287.2109069824219
hebei_central,2024-02-13,288.417724609375
hebei_central,2024-02-14,284.5553894042969
hebei_central,2024-02-15,284.2371826171875
hebei_central,2024-02-16,287.0365295410156
hebei_central,2024-02-17,286.8548583984375
hebei_central,2024-02-18,285.0634765625
hebei_central,2024-02-19,281.4510498046875
hebei_central,2024-02-20,275.4686584472656
