site_id,date,tmax
henan_north,2024-01-01,278.3256530761719
henan_north,2024-01-02,282.5816345214844
henan_north,2024-01-03,283.0102844238281
henan_north,2024-01-04,286.95843505859375
henan_north,2024-01-05,283.6319274902344
henan_north,2024-01-06,279.80780029296875
henan_north,2024-01-07,277.640380859375
henan_north,2024-01-08,280.21832275390625
henan_north,2024-01-09,279.9013977050781
henan_north,2024-01-10,280.737548828125
henan_north,2024-01-11,287.0644226074219
henan_north,2024-01-12,283.7230224609375
henan_north,2024-01-13,282.28948974609375
henan_north,2024-01-14,279.56689453125
henan_north,2024-01-15,277.40264892578125
henan_north,2024-01-16,275.6431579589844
henan_north,2024-01-17,276.853759765625
henan_north,2024-01-18,275.700927734375
henan_north,2024-01-19,275.2481689453125
henan_north,2024-01-20,275.86114501953125
henan_north,2024-01-21,274.3189697265625
henan_north,2024-01-22,271.8349914550781
henan_north,2024-01-23,275.0558776855469
henan_north,2024-01-24,278.2224426269531
henan_north,2024-01-25,280.4382019042969
henan_north,2024-01-26,281.489013671875
henan_north,2024-01-27,281.1149597167969
henan_north,2024-01-28,282.9232177734375
henan_north,2024-01-29,283.38226318359375
henan_north,2024-01-30,279.9507141113281
henan_north,2024-01-31,276.5340576171875
henan_north,2024-02-01,273.1717224121094
henan_north,2024-02-02,272.9276428222656
henan_north,2024-02-03,274.6606750488281
henan_north,2024-02-04,274.58544921875
henan_north,2024-02-05,276.35162353515625
henan_north,2024-02-06,278.4768371582031
henan_north,2024-02-07,278.3385925292969
henan_north,2024-02-08,281.2787780761719
henan_north,2024-02-09,287.1198425292969
henan_north,2024-02-10,284.99224853515625
henan_north,2024-02-11,288.57257080078125
henan_north,2024-02-12,290.284423828125
henan_north,2024-02-13,291.69464111328125
henan_north,2024-02-14,289.08392333984375
henan_north,2024-02-15,283.3251647949219
henan_north,2024-02-16,286.74566650390625
henan_north,2024-02-17,288.77447509765625
henan_north,2024-02-18,286.76763916015625
henan_north,2024-02-19,284.35028076171875
henan_north,2024-02-20,275.4374694824219
henan_north,2024-02-21,272.15985107421875
henan_north,2024-02-22,276.1961364746094
henan_north,2024-02-23,276.90283203125
henan_north,2024-02-24,278.4579772949219
henan_north,2024-02-25,282.33404541015625
henan_north,2024-02-26,280.7469787597656
henan_north,2024-02-27,282.8663024902344
henan_north,2024-02-28,282.8458251953125
henan_north,2024-02-29,280.4165954589844
