site_id,date,tmin
henan_north,2024-01-01,269.19891357421875
henan_north,2024-01-02,270.65423583984375
henan_north,2024-01-03,268.4893798828125
henan_north,2024-01-04,272.3764343261719
henan_north,2024-01-05,272.61785888671875
henan_north,2024-01-06,269.6858215332031
henan_north,2024-01-07,268.8099365234375
henan_north,2024-01-08,269.4832763671875
henan_north,2024-01-09,270.75079345703125
henan_north,2024-01-10,268.1822509765625
henan_north,2024-01-11,269.850830078125
henan_north,2024-01-12,271.24041748046875
henan_north,2024-01-13,271.0968933105469
henan_north,2024-01-14,270.847412109375
henan_north,2024-01-15,268.115234375
henan_north,2024-01-16,271.4456787109375
henan_north,2024-01-17,271.41485595703125
henan_north,2024-01-18,271.5530090332031
henan_north,2024-01-19,271.4028015136719
henan_north,2024-01-20,269.90728759765625
henan_north,2024-01-21,267.3226623535156
henan_north,2024-01-22,265.188720703125
henan_north,2024-01-23,264.5382080078125
henan_north,2024-01-24,265.32421875
henan_north,2024-01-25,267.67822265625
henan_north,2024-01-26,268.8331298828125
henan_north,2024-01-27,268.02301025390625
henan_north,2024-01-28,268.2081298828125
henan_north,2024-01-29,271.7638854980469
henan_north,2024-01-30,272.41180419921875
henan_north,2024-01-31,271.0758972167969
henan_north,2024-02-01,269.06402587890625
henan_north,2024-02-02,267.31768798828125
henan_north,2024-02-03,269.1808166503906
henan_north,2024-02-04,267.9012451171875
henan_north,2024-02-05,267.24407958984375
henan_north,2024-02-06,268.1709289550781
henan_north,2024-02-07,268.7316589355469
henan_north,2024-02-08,269.9871520996094
henan_north,2024-02-09,269.2642517089844
henan_north,2024-02-10,271.9495544433594
henan_north,2024-02-11,269.9068603515625
henan_north,2024-02-12,273.62493896484375
henan_north,2024-02-13,275.6785583496094
henan_north,2024-02-14,277.9386291503906
henan_north,2024-02-15,275.0750427246094
henan_north,2024-02-16,273.476318359375
henan_north,2024-02-17,276.4339294433594
henan_north,2024-02-18,281.4329528808594
henan_north,2024-02-19,273.2551574707031
henan_north,2024-02-20,267.7693786621094
henan_north,2024-02-21,267.41265869140625
henan_north,2024-02-22,268.9123229980469
henan_north,2024-02-23,269.40997314453125
henan_north,2024-02-24,270.04583740234375
henan_north,2024-02-25,270.0740661621094
henan_north,2024-02-26,272.747314453125
henan_north,2024-02-27,271.97747802734375
henan_north,2024-02-28,274.2470397949219
henan_north,2024-02-29,274.64813232421875
henan_north,2024-03-01,271.7563781738281
henan_north,2024-03-02,271.8946533203125
henan_north,2024-03-03,270.7278137207031
henan_north,2024-03-04,277.70660400390625
henan_north,2024-03-05,276.1641845703125
henan_north,2024-03-06,274.9061279296875
henan_north,2024-03-07,274.5185852050781
henan_north,2024-03-08,272.2371520996094
henan_north,2024-03-09,274.44366455078125
henan_north,2024-03-10,277.7459716796875
henan_north,2024-03-11,277.9499206542969
henan_north,2024-03-12,279.7621154785156
henan_north,2024-03-13,280.8419189453125
henan_north,2024-03-14,278.7576904296875
henan_north,2024-03-15,279.53436279296875
henan_north,2024-03-16,282.90509033203125
henan_north,2024-03-17,282.0414123535156
henan_north,2024-03-18,281.51300048828125
henan_north,2024-03-19,278.9968566894531
henan_north,2024-03-20,277.9923095703125
henan_north,2024-03-21,280.3678283691406
henan_north,2024-03-22,283.0035400390625
henan_north,2024-03-23,284.9967956542969
henan_north,2024-03-24,279.736328125
henan_north,2024-03-25,277.6896667480469
henan_north,2024-03-26,277.5180358886719
henan_north,2024-03-27,283.59552001953125
henan_north,2024-03-28,280.69171142578125
henan_north,2024-03-29,282.0250549316406
henan_north,2024-03-30,284.9759826660156
henan_north,2024-03-31,283.0673828125
henan_north,2024-04-01,286.50390625
henan_north,2024-04-02,284.1849365234375
henan_north,2024-04-03,281.07720947265625
