site_id,date,et0
henan_north,2024-01-01,1.0352293252944946
henan_north,2024-01-02,1.0265592336654663
henan_north,2024-01-03,1.3118246793746948
henan_north,2024-01-04,1.660330057144165
henan_north,2024-01-05,1.2992069721221924
henan_north,2024-01-06,1.523798942565918
henan_north,2024-01-07,1.1085277795791626
henan_north,2024-01-08,1.3773084878921509
henan_north,2024-01-09,1.209051489830017
henan_north,2024-01-10,1.341223955154419
henan_north,2024-01-11,1.6269774436950684
henan_north,2024-01-12,1.1804381608963013
henan_north,2024-01-13,0.9259336590766907
henan_north,2024-01-14,1.8520678281784058
henan_north,2024-01-15,1.029074788093567
henan_north,2024-01-16,0.575214147567749
henan_north,2024-01-17,0.6930016875267029
henan_north,2024-01-18,0.6662682294845581
henan_north,2024-01-19,1.3192667961120605
henan_north,2024-01-20,1.0805153846740723
henan_north,2024-01-21,1.1204161643981934
henan_north,2024-01-22,0.8976103067398071
henan_north,2024-01-23,1.0644246339797974
henan_north,2024-01-24,1.265639066696167
henan_north,2024-01-25,1.3349534273147583
henan_north,2024-01-26,1.3885202407836914
henan_north,2024-01-27,1.3633437156677246
henan_north,2024-01-28,1.4962701797485352
henan_north,2024-01-29,1.4969127178192139
henan_north,2024-01-30,1.221212387084961
henan_north,2024-01-31,1.0576857328414917
henan_north,2024-02-01,1.279742956161499
henan_north,2024-02-02,0.9461452960968018
henan_north,2024-02-03,1.1403294801712036
henan_north,2024-02-04,1.3231911659240723
henan_north,2024-02-05,0.9653553366661072
henan_north,2024-02-06,0.979838490486145
henan_north,2024-02-07,0.9715304970741272
henan_north,2024-02-08,1.3143723011016846
henan_north,2024-02-09,2.1398205757141113
henan_north,2024-02-10,1.5433640480041504
henan_north,2024-02-11,2.4222252368927
henan_north,2024-02-12,2.5033819675445557
henan_north,2024-02-13,2.258429765701294
henan_north,2024-02-14,2.487009286880493
henan_north,2024-02-15,1.7221567630767822
henan_north,2024-02-16,2.4380710124969482
henan_north,2024-02-17,2.149928092956543
henan_north,2024-02-18,1.235016107559204
henan_north,2024-02-19,2.8054099082946777
henan_north,2024-02-20,1.661099910736084
henan_north,2024-02-21,1.1542116403579712
henan_north,2024-02-22,1.9044382572174072
henan_north,2024-02-23,1.5073788166046143
henan_north,2024-02-24,1.3416521549224854
henan_north,2024-02-25,1.726426601409912
henan_north,2024-02-26,1.797996163368225
henan_north,2024-02-27,2.0496773719787598
henan_north,2024-02-28,2.134537696838379
henan_north,2024-02-29,2.0975656509399414
henan_north,2024-03-01,1.7885421514511108
henan_north,2024-03-02,2.8840229511260986
henan_north,2024-03-03,2.3404173851013184
henan_north,2024-03-04,2.2530357837677
henan_north,2024-03-05,2.276466131210327
henan_north,2024-03-06,1.7347965240478516
henan_north,2024-03-07,3.320695400238037
henan_north,2024-03-08,2.767397165298462
henan_north,2024-03-09,3.2369723320007324
henan_north,2024-03-10,2.7930216789245605
henan_north,2024-03-11,4.1505632400512695
henan_north,2024-03-12,3.598041534423828
henan_north,2024-03-13,2.5713717937469482
henan_north,2024-03-14,3.287588119506836
henan_north,2024-03-15,3.0324342250823975
henan_north,2024-03-16,3.637026786804199
henan_north,2024-03-17,4.748133659362793
henan_north,2024-03-18,4.187807083129883
henan_north,2024-03-19,4.53005838394165
henan_north,2024-03-20,4.310166358947754
henan_north,2024-03-21,4.853309631347656
henan_north,2024-03-22,4.2428669929504395
henan_north,2024-03-23,3.031646251678467
henan_north,2024-03-24,2.1982321739196777
henan_north,2024-03-25,2.5045552253723145
henan_north,2024-03-26,2.9889402389526367
henan_north,2024-03-27,2.6792311668395996
henan_north,2024-03-28,4.739466667175293
