site_id,date,precip
beijing_plain,2024-05-24,2.25
beijing_plain,2024-05-25,14.399999618530273
beijing_plain,2024-05-26,0.0
beijing_plain,2024-05-27,0.0
beijing_plain,2024-05-28,0.0
beijing_plain,2024-05-29,0.0
beijing_plain,2024-05-30,0.23000000417232513
beijing_plain,2024-05-31,0.0
beijing_plain,2024-06-01,0.0
beijing_plain,2024-06-02,0.0
beijing_plain,2024-06-03,0.019999999552965164
beijing_plain,2024-06-04,0.0
beijing_plain,2024-06-05,0.05000000074505806
beijing_plain,2024-06-06,0.0
beijing_plain,2024-06-07,9.319999694824219
beijing_plain,2024-06-08,0.0
beijing_plain,2024-06-09,0.0
beijing_plain,2024-06-10,0.0
beijing_plain,2024-06-11,0.0
beijing_plain,2024-06-12,0.0
beijing_plain,2024-06-13,0.800000011920929
beijing_plain,2024-06-14,1.0099999904632568
beijing_plain,2024-06-15,0.0
beijing_plain,2024-06-16,0.0
beijing_plain,2024-06-17,0.0
beijing_plain,2024-06-18,0.0
beijing_plain,2024-06-19,0.009999999776482582
beijing_plain,2024-06-20,0.029999999329447746
beijing_plain,2024-06-21,3.0399999618530273
beijing_plain,2024-06-22,0.07000000029802322
beijing_plain,2024-06-23,0.0
beijing_plain,2024-06-24,0.0
beijing_plain,2024-06-25,0.0
beijing_plain,2024-06-26,0.0
beijing_plain,2024-06-27,0.0
beijing_plain,2024-06-28,0.0
beijing_plain,2024-06-29,6.269999980926514
beijing_plain,2024-06-30,9.109999656677246
beijing_plain,2024-07-01,8.510000228881836
beijing_plain,2024-07-02,4.710000038146973
beijing_plain,2024-07-03,0.0
beijing_plain,2024-07-04,0.4300000071525574
beijing_plain,2024-07-05,3.259999990463257
beijing_plain,2024-07-06,3.3399999141693115
beijing_plain,2024-07-07,1.0299999713897705
beijing_plain,2024-07-08,0.019999999552965164
beijing_plain,2024-07-09,0.11999999731779099
beijing_plain,2024-07-10,0.0
beijing_plain,2024-07-11,0.029999999329447746
beijing_plain,2024-07-12,7.110000133514404
beijing_plain,2024-07-13,0.27000001072883606
beijing_plain,2024-07-14,0.0
beijing_plain,2024-07-15,1.9700000286102295
beijing_plain,2024-07-16,5.510000228881836
beijing_plain,2024-07-17,0.0
beijing_plain,2024-07-18,0.0
beijing_plain,2024-07-19,0.0
beijing_plain,2024-07-20,0.10000000149011612
beijing_plain,2024-07-21,0.009999999776482582
beijing_plain,2024-07-22,7.960000038146973
beijing_plain,2024-07-23,0.05999999865889549
beijing_plain,2024-07-24,13.140000343322754
beijing_plain,2024-07-25,59.77000045776367
beijing_plain,2024-07-26,1.0499999523162842
beijing_plain,2024-07-27,0.6600000262260437
beijing_plain,2024-07-28,0.009999999776482582
beijing_plain,2024-07-29,0.949999988079071
beijing_plain,2024-07-30,80.08999633789062
beijing_plain,2024-07-31,9.4399995803833
beijing_plain,2024-08-01,1.100000023841858
beijing_plain,2024-08-02,30.65999984741211
beijing_plain,2024-08-03,9.600000381469727
beijing_plain,2024-08-04,32.27000045776367
beijing_plain,2024-08-05,0.07000000029802322
beijing_plain,2024-08-06,0.41999998688697815
beijing_plain,2024-08-07,2.640000104904175
beijing_plain,2024-08-08,0.23000000417232513
beijing_plain,2024-08-09,35.22999954223633
beijing_plain,2024-08-10,18.639999389648438
beijing_plain,2024-08-11,0.0
beijing_plain,2024-08-12,0.7200000286102295
beijing_plain,2024-08-13,1.440000057220459
beijing_plain,2024-08-14,0.23000000417232513
beijing_plain,2024-08-15,0.8600000143051147
beijing_plain,2024-08-16,22.81999969482422
beijing_plain,2024-08-17,7.309999942779541
beijing_plain,2024-08-18,24.899999618530273
beijing_plain,2024-08-19,6.360000133514404
beijing_plain,2024-08-20,13.010000228881836
beijing_plain,2024-08-21,0.14000000059604645
beijing_plain,2024-08-22,0.0
beijing_plain,2024-08-23,10.140000343322754
beijing_plain,2024-08-24,3.109999895095825
beijing_plain,2024-08-25,8.039999961853027
beijing_plain,2024-08-26,65.25
beijing_plain,2024-08-27,0.0
beijing_plain,2024-08-28,0.0
beijing_plain,2024-08-29,0.0
beijing_plain,2024-08-30,0.0
beijing_plain,2024-08-31,1.7000000476837158
beijing_plain,2024-09-01,9.600000381469727
beijing_plain,2024-09-02,0.0
beijing_plain,2024-09-03,0.0
beijing_plain,2024-09-04,6.090000152587891
beijing_plain,2024-09-05,0.0
beijing_plain,2024-09-06,0.0
beijing_plain,2024-09-07,7.800000190734863
beijing_plain,2024-09-08,1.4600000381469727
beijing_plain,2024-09-09,3.109999895095825
beijing_plain,2024-09-10,2.1500000953674316
beijing_plain,2024-09-11,0.0
beijing_plain,2024-09-12,0.0
beijing_plain,2024-09-13,0.0
beijing_plain,2024-09-14,0.03999999910593033
beijing_plain,2024-09-15,0.0
beijing_plain,2024-09-16,0.0
beijing_plain,2024-09-17,0.0
beijing_plain,2024-09-18,0.0
beijing_plain,2024-09-19,0.0
beijing_plain,2024-09-20,24.299999237060547
beijing_plain,2024-09-21,0.0
beijing_plain,2024-09-22,0.0
beijing_plain,2024-09-23,0.0
beijing_plain,2024-09-24,0.0
beijing_plain,2024-09-25,0.05999999865889549
beijing_plain,2024-09-26,0.0
beijing_plain,2024-09-27,0.019999999552965164
beijing_plain,2024-09-28,0.2199999988079071
beijing_plain,2024-09-29,6.710000038146973
beijing_plain,2024-09-30,4.690000057220459
beijing_plain,2024-10-01,0.029999999329447746
beijing_plain,2024-10-02,0.0
beijing_plain,2024-10-03,0.0
beijing_plain,2024-10-04,0.0
beijing_plain,2024-10-05,0.0
beijing_plain,2024-10-06,0.9599999785423279
beijing_plain,2024-10-07,0.0
beijing_plain,2024-10-08,0.0
beijing_plain,2024-10-09,0.0
beijing_plain,2024-10-10,0.0
beijing_plain,2024-10-11,0.0
beijing_plain,2024-10-12,0.0
beijing_plain,2024-10-13,0.6399999856948853
beijing_plain,2024-10-14,0.2800000011920929
beijing_plain,2024-10-15,0.0
beijing_plain,2024-10-16,0.0
beijing_plain,2024-10-17,2.4100000858306885
beijing_plain,2024-10-18,4.929999828338623
beijing_plain,2024-10-19,0.0
beijing_plain,2024-10-20,0.10999999940395355
beijing_plain,2024-10-21,0.0
beijing_plain,2024-10-22,1.1799999475479126
beijing_plain,2024-10-23,0.0
beijing_plain,2024-10-24,0.0
beijing_plain,2024-10-25,0.0
beijing_plain,2024-10-26,0.1599999964237213
beijing_plain,2024-10-27,0.0
beijing_plain,2024-10-28,0.0
beijing_plain,2024-10-29,0.07999999821186066
beijing_plain,2024-10-30,0.019999999552965164
beijing_plain,2024-10-31,0.8199999928474426
beijing_plain,2024-11-01,0.0
beijing_plain,2024-11-02,0.029999999329447746
beijing_plain,2024-11-03,0.0
beijing_plain,2024-11-04,0.0
beijing_plain,2024-11-05,0.0
beijing_plain,2024-11-06,0.0
beijing_plain,2024-11-07,0.0
beijing_plain,2024-11-08,0.0
beijing_plain,2024-11-09,0.0
beijing_plain,2024-11-10,1.1799999475479126
beijing_plain,2024-11-11,0.029999999329447746
beijing_plain,2024-11-12,0.0
beijing_plain,2024-11-13,9.539999961853027
beijing_plain,2024-11-14,5.480000019073486
beijing_plain,2024-11-15,0.07999999821186066
beijing_plain,2024-11-16,0.10999999940395355
beijing_plain,2024-11-17,0.0
beijing_plain,2024-11-18,0.0
beijing_plain,2024-11-19,0.0
beijing_plain,2024-11-20,0.0
beijing_plain,2024-11-21,0.0
beijing_plain,2024-11-22,0.0
beijing_plain,2024-11-23,0.0
beijing_plain,2024-11-24,0.009999999776482582
beijing_plain,2024-11-25,6.150000095367432
beijing_plain,2024-11-26,0.0
beijing_plain,2024-11-27,0.0
beijing_plain,2024-11-28,0.0
beijing_plain,2024-11-29,0.0
beijing_plain,2024-11-30,0.0
beijing_plain,2024-12-01,0.0
beijing_plain,2024-12-02,0.0
beijing_plain,2024-12-03,0.0
beijing_plain,2024-12-04,0.0
beijing_plain,2024-12-05,0.0
beijing_plain,2024-12-06,0.0
beijing_plain,2024-12-07,0.0
beijing_plain,2024-12-08,0.0
beijing_plain,2024-12-09,0.0
beijing_plain,2024-12-10,0.0
beijing_plain,2024-12-11,0.0
beijing_plain,2024-12-12,0.05000000074505806
beijing_plain,2024-12-13,0.1599999964237213
beijing_plain,2024-12-14,0.0
beijing_plain,2024-12-15,0.0
beijing_plain,2024-12-16,0.0
beijing_plain,2024-12-17,0.0
beijing_plain,2024-12-18,0.0
beijing_plain,2024-12-19,0.0
beijing_plain,2024-12-20,0.0
beijing_plain,2024-12-21,0.0
beijing_plain,2024-12-22,0.0
beijing_plain,2024-12-23,0.0
beijing_plain,2024-12-24,0.0
beijing_plain,2024-12-25,0.0
beijing_plain,2024-12-26,0.0
beijing_plain,2024-12-27,0.0
beijing_plain,2024-12-28,0.0
beijing_plain,2024-12-29,0.0
beijing_plain,2024-12-30,0.0
beijing_plain,2024-12-31,0.0
