site_id,soil,smt_level,alpha,mean_total_yield,std_total_yield,mean_total_irr,wheat_yield,maize_yield,wheat_irr,maize_irr
beijing_plain,loam,conservative,0.1,10.731207516649386,1.529399938201464,203.33333333333334,1.994458568193645,8.736748948455741,45.0,158.33333333333334
beijing_plain,loam,conservative,0.2,11.179019745905473,1.6433332172105728,252.5,2.423323363649263,8.75569638225621,90.0,162.5
beijing_plain,loam,conservative,0.3,11.58969156733056,1.7428760631704472,297.5,2.835859709626941,8.753831857703618,135.0,162.5
beijing_plain,loam,conservative,0.4,12.023799267075276,1.7362292495261427,330.0,3.2298233341415354,8.793975932933739,180.0,150.0
beijing_plain,loam,conservative,0.5,12.326691319903704,1.830962494325419,345.8333333333333,3.5408597995284747,8.78583152037523,225.0,120.83333333333333
beijing_plain,loam,conservative,0.6,12.627658177447081,1.8920233333894836,375.0,3.827007747458955,8.800650429988128,262.5,112.5
beijing_plain,loam,conservative,0.7,12.834918833129066,1.9591407550032505,396.6666666666667,4.047380222493504,8.787538610635561,300.0,96.66666666666669
beijing_plain,loam,conservative,0.8,12.49102917620452,2.089640408822247,395.8333333333333,4.187918004185777,8.303111172018742,335.8333333333333,59.99999999999999
beijing_plain,loam,conservative,0.9,10.54775036834488,3.858803340471496,390.8333333333333,4.2570257067617385,6.290724661583142,360.8333333333333,29.999999999999996
beijing_plain,loam,moderate,0.1,10.82560561333227,1.5697578092257485,269.17572572947705,2.012390064460436,8.813215548871833,45.0,224.17572572947708
beijing_plain,loam,moderate,0.2,11.120518747435016,1.7131432131902589,309.06861345391684,2.305017077039064,8.815501670395951,90.0,219.0686134539168
beijing_plain,loam,moderate,0.3,11.402022285572942,1.8392393953014605,355.0632328189934,2.594249969635696,8.807772315937248,135.0,220.06323281899347
beijing_plain,loam,moderate,0.4,11.827526158626599,1.7928885107950214,399.19812502911554,2.9591039460629367,8.868422212563663,180.0,219.19812502911554
beijing_plain,loam,moderate,0.5,12.141318775890598,1.8413927457877686,420.14716666666664,3.275871292338404,8.865447483552193,225.0,195.14716666666666
beijing_plain,loam,moderate,0.6,12.466363458721908,1.8938642549075897,413.2671666666667,3.5942830383844524,8.872080420337456,270.0,143.26716666666667
beijing_plain,loam,moderate,0.7,12.650123030505066,1.9232173249229132,423.3333333333333,3.8486353596051983,8.801487670899869,308.3333333333333,115.00000000000001
beijing_plain,loam,moderate,0.8,12.353508903013767,2.1932441699562726,425.0,4.050055269782855,8.30345363323091,345.8333333333333,79.16666666666666
beijing_plain,loam,moderate,0.9,10.504346743575407,3.8217583952877985,420.065,4.198315773738419,6.306030969836988,382.5,37.565
beijing_plain,loam,aggressive,0.1,10.75423842602981,1.401915924462092,371.6143786853683,1.91070422606633,8.84353419996348,45.0,326.6143786853683
beijing_plain,loam,aggressive,0.2,11.078307442086482,1.5146919467135704,411.3651486134748,2.2352276447740618,8.84307979731242,90.0,321.36514861347473
beijing_plain,loam,aggressive,0.3,11.381240699723465,1.6572923780154791,431.51766051056643,2.538467168941026,8.84277353078244,135.0,296.5176605105665
beijing_plain,loam,aggressive,0.4,11.710646672817996,1.6659562266786057,442.5587402465073,2.8102025006188893,8.900444172199107,180.0,262.5587402465073
beijing_plain,loam,aggressive,0.5,12.010480871614272,1.76162125567753,449.9787400845142,3.106279588494678,8.904201283119592,225.0,224.97874008451424
beijing_plain,loam,aggressive,0.6,12.29151045004133,1.7855271860998885,450.0,3.4470374721359605,8.844472977905369,270.0,180.0
beijing_plain,loam,aggressive,0.7,12.34804955653142,1.8539465392671162,450.0,3.74520892668939,8.602840629842028,315.0,135.00000000000003
beijing_plain,loam,aggressive,0.8,12.012127719822075,2.260932949545763,450.0,3.9879304706268783,8.024197249195197,360.0,89.99999999999999
beijing_plain,loam,aggressive,0.9,10.475193834129671,3.8361004397617857,445.0,4.1648704015233395,6.310323432606332,400.0,44.99999999999999
