irrigation_mm,water_loss_mm,yield_cv,total_yield_t_ha,SMT_w1,SMT_w2,SMT_w3,SMT_w4,SMT_m1,SMT_m2,SMT_m3,SMT_m4,alpha,algorithm,site_id,seed
243.55239999999998,195.8366554260778,0.03613146348671738,12.525765466756209,68.84677925796652,18.051668076270317,11.694777257651966,5.068239672979706,44.48004597703172,44.82033290575149,15.471104330946217,83.83968158016619,0.4094657740821224,NSGA-II,hebei_central,1
295.0,228.5063795436045,0.0637102616217519,13.00570563149908,3.243779893520456,47.353985993703446,11.555427352475254,26.253382209194235,44.813895029157315,42.279065070841824,9.652273677440197,75.97501183038895,0.42406202691930694,NSGA-II,hebei_central,1
393.9184840355082,73.83972419791147,0.13428001977436518,12.209200776141419,3.243779893520456,46.00406753145934,11.562838325524728,30.160697882029297,63.1681907133423,42.11888142289553,53.502261675776104,46.42093405841869,0.40425973868114085,NSGA-II,hebei_central,1
221.36904344649156,54.146596954026265,0.38336232703097467,9.483645775246632,28.261115644923887,20.05553236652405,8.2657799236105,4.619618552438733,17.154642452580266,1.691507552084504,14.406743602981605,27.521038627279882,0.8989748793153012,NSGA-II,hebei_central,1
138.63107093537855,75.03982297483185,0.2881692631765801,10.032062853978712,29.50029522859663,20.029583750577153,9.160058227225878,2.639394031859949,2.1688564982274254,18.143810881110312,13.0987280791415,26.579474380444616,0.20701189928198394,NSGA-II,hebei_central,1
315.7189658659187,47.53742315359443,0.24780331869484323,10.10550933813009,5.077890978109355,27.82723965443956,11.515543162524535,24.688303390265464,4.030864656347643,19.10631410465028,52.40642634301874,45.46042598169863,0.7936334597558569,NSGA-II,hebei_central,1
195.74590108423251,54.740455528648454,0.3625186470898075,8.449053639037208,28.696408108324338,13.06220952153883,8.2976708126691,4.597645378698628,8.806199843724713,44.88330662084922,15.861153691170895,83.75856493239363,0.8983424420350389,NSGA-II,hebei_central,1
208.66883515452474,226.74983120184265,0.08663936379510508,12.003344119237402,3.243779893520456,12.687240957260464,11.555427352475254,6.501451714063048,39.512003476492,42.279065070841824,8.812610837025662,75.97501183038895,0.42406202691930694,NSGA-II,hebei_central,1
198.915587441675,132.48262502395548,0.08238108003052808,11.262816547401007,28.34585368081186,18.77792892056955,9.359308175562198,2.6428190802470883,2.157895677458585,49.10730406011977,12.744309384665506,30.842888601884862,0.2657287493519445,NSGA-II,hebei_central,1
255.83432196603925,93.81559797802267,0.10808075546890551,11.768845605402426,27.231025492049454,45.91485046045888,8.2657799236105,4.619618552438733,17.154642452580266,2.6555176911572893,14.406743602981605,27.521038627279882,0.3981591329559918,NSGA-II,hebei_central,1
236.28074791030878,55.49731593966836,0.34828992207708165,9.5610625167549,71.73717261062347,19.12233902429606,13.413397512178326,4.598718067051566,17.48068901234773,19.17987167235664,55.24502535964784,45.10388861713912,0.8983958231267828,NSGA-II,hebei_central,1
351.92898186232344,105.05895718818434,0.05450190737756554,12.911359383234165,3.164626598276959,46.001411834773066,8.203876448750123,30.302041588937517,63.66611646857716,42.11888142289553,9.652273677440197,25.63210895080198,0.39866327645177274,NSGA-II,hebei_central,1
