policy,site_id,year,total_yield_t_ha,total_irrigation_mm,action_modified_rate,undiscounted_return,discounted_return,wheat_yield,wheat_irr,maize_yield,maize_irr,spring_maize_yield,spring_maize_irr,seed
quota_reserving_rule,hebei_central,2022,13.904617919304762,240.0,0.0,-2.680944178335036,-2.0246245658479545,4.914483238548729,220.0,8.990134680756034,20.0,,,
quota_reserving_rule,henan_north,2018,15.63362905449653,180.0,0.017699115044247787,-1.7974360768737365,-1.4530057352164887,6.594207255454749,180.0,9.039421799041781,0.0,,,
quota_reserving_rule,henan_north,2019,14.720471515583522,450.0,0.2894736842105263,-5.370780390310124,-4.6036796740992525,6.450204808381854,360.0,8.270266707201667,90.0,,,
quota_reserving_rule,henan_north,2020,15.988689872369903,360.0,0.03571428571428571,-4.120875640086931,-2.9336164298919534,7.285628789859043,200.0,8.70306108251086,160.0,,,
quota_reserving_rule,henan_north,2021,14.413326390665924,420.0,0.017857142857142856,-4.971325340434551,-4.104967251148549,7.366526597037117,280.0,7.046799793628807,140.0,,,
quota_reserving_rule,henan_north,2022,16.318349726262277,340.0,0.008771929824561403,-3.8499086941334295,-2.8076504808870597,7.22296629507398,260.0,9.095383431188298,80.0,,,
quota_reserving_rule,shaanxi_guanzhong,2018,12.47832130058364,280.0,0.02702702702702703,-3.2638929781001593,-2.2297170442657577,4.651803422569631,80.0,7.82651787801401,200.0,,,
quota_reserving_rule,shaanxi_guanzhong,2019,12.495789404168507,420.0,0.008928571428571428,-5.091843019904965,-4.1485545088588625,4.734599267893373,280.0,7.761190136275134,140.0,,,
quota_reserving_rule,shaanxi_guanzhong,2020,13.752046403373203,120.0,0.01818181818181818,-1.1120387494759256,-0.9129448399728476,4.99478606696464,120.0,8.757260336408564,0.0,,,
quota_reserving_rule,shaanxi_guanzhong,2021,14.337950155900536,40.0,0.018018018018018018,-0.03977371497021043,-0.11229850679472697,5.292494400444067,20.0,9.04545575545647,20.0,,,
quota_reserving_rule,shaanxi_guanzhong,2022,13.745014792200223,240.0,0.026785714285714284,-2.6838416165014762,-1.8790692502856372,4.929920927807669,40.0,8.815093864392555,200.0,,,
quota_reserving_rule,ningxia_irrigation,2018,14.553502662349741,440.0,0.045454545454545456,-5.430968508931344,-5.145768083686516,,,,,14.553502662349741,440.0,
quota_reserving_rule,ningxia_irrigation,2019,14.350457563918383,450.0,0.022727272727272728,-5.57823641969267,-5.069438905202652,,,,,14.350457563918383,450.0,
quota_reserving_rule,ningxia_irrigation,2020,11.48959701964236,450.0,0.2727272727272727,-6.0460961021065,-5.606864039076567,,,,,11.48959701964236,450.0,
quota_reserving_rule,ningxia_irrigation,2021,12.724911912858378,450.0,0.38636363636363635,-6.19083206298235,-5.7555756734006644,,,,,12.724911912858378,450.0,
quota_reserving_rule,ningxia_irrigation,2022,14.20102573271984,420.0,0.06818181818181818,-5.1795808993272665,-4.839011237006502,,,,,14.20102573271984,420.0,
ppo_direct,beijing_plain,2018,9.364072697824888,210.0,0.1826086956521739,-2.6617712713368,-1.889840493858271,2.755542714642427,50.0,6.6085299831824615,160.0,,,0
