policy,site_id,year,total_yield_t_ha,total_irrigation_mm,action_modified_rate,undiscounted_return,discounted_return,wheat_yield,wheat_irr,maize_yield,maize_irr,spring_maize_yield,spring_maize_irr,seed
ppo_residual,henan_north,2020,13.811126761959533,125.0,0.0625,-1.2423948810341465,-0.9745098718729572,6.717559276474316,65.0,7.0935674854852175,60.0,,,1
ppo_residual,henan_north,2021,10.657303011091637,135.0,0.09821428571428571,-1.856664629270532,-1.4625584571018928,3.2874575873637872,110.0,7.36984542372785,25.0,,,1
ppo_residual,henan_north,2022,15.55972107992783,145.0,0.11403508771929824,-1.3340239882353622,-1.114794719066766,6.4573609965746295,140.0,9.1023600833532,5.0,,,1
ppo_residual,shaanxi_guanzhong,2018,11.523604264418326,135.0,0.10810810810810811,-1.4134318666650025,-1.0270876563580016,4.64986120386478,15.0,6.873743060553546,120.0,,,1
ppo_residual,shaanxi_guanzhong,2019,8.993433664187439,150.0,0.08928571428571429,-2.1506422832272007,-1.6904486286794858,1.7012743846070573,85.0,7.292159279580382,65.0,,,1
ppo_residual,shaanxi_guanzhong,2020,13.525772059874363,35.0,0.12727272727272726,-0.01783250333347286,-0.15112581334813163,4.7685117234658,35.0,8.757260336408564,0.0,,,1
ppo_residual,shaanxi_guanzhong,2021,14.34065604976362,15.0,0.13513513513513514,0.28117956718454534,0.037858447160483255,5.292469741610295,15.0,9.048186308153324,0.0,,,1
ppo_residual,shaanxi_guanzhong,2022,10.699900782114588,15.0,0.11607142857142858,0.11362185549491982,-0.04919621233010607,4.929900905050031,15.0,5.769999877064556,0.0,,,1
ppo_residual,ningxia_irrigation,2018,8.409119110921813,255.0,0.25,-3.2568039823904793,-3.096835558740696,,,,,8.409119110921813,255.0,1
ppo_residual,ningxia_irrigation,2019,7.9293756596433305,320.0,0.18181818181818182,-3.989323326397967,-3.582740094366669,,,,,7.9293756596433305,320.0,1
ppo_residual,ningxia_irrigation,2020,8.138066091695572,415.0,0.18181818181818182,-5.305471182892927,-4.839687062093905,,,,,8.138066091695572,415.0,1
ppo_residual,ningxia_irrigation,2021,0.0,0.0,0.022727272727272728,-0.08607043041529906,-0.07916957681129456,,,,,0.0,0.0,1
ppo_residual,ningxia_irrigation,2022,10.665758226102522,325.0,0.25,-4.298215236042408,-4.0053057898604605,,,,,10.665758226102522,325.0,1
ppo_residual,beijing_plain,2018,9.80087973490246,45.0,0.02608695652173913,-0.4358762191281443,-0.3736184656893147,2.6813558362564787,25.0,7.119523898645983,20.0,,,2
ppo_residual,beijing_plain,2019,8.041194980625713,405.0,0.11504424778761062,-5.360992891123784,-4.297882231867971,1.4106746696069925,385.0,6.630520311018721,20.0,,,2
ppo_residual,beijing_plain,2020,6.522993113430482,85.0,0.035398230088495575,-1.2153533735012014,-0.9118399878794636,0.6333911127198273,45.0,5.889602000710655,40.0,,,2
ppo_residual,beijing_plain,2021,9.661420122468018,40.0,0.05309734513274336,-0.49585940403809803,-0.4264291192594697,0.7961003518919771,40.0,8.86531977057604,0.0,,,2
ppo_residual,beijing_plain,2022,11.82295432141466,70.0,0.06956521739130435,-0.7651051983910678,-0.6189248357953427,2.8178926980392225,70.0,9.005061623375438,0.0,,,2
ppo_residual,hebei_central,2018,9.385112351770768,160.0,0.0782608695652174,-1.9375461315852052,-1.268680115529608,4.112445803605742,0.0,5.2726665481650254,160.0,,,2
ppo_residual,hebei_central,2019,11.791508707365095,380.0,0.12280701754385964,-4.863093542917358,-4.044920774296603,2.8169518303479144,380.0,8.97455687701718,0.0,,,2
ppo_residual,hebei_central,2020,11.840736011421358,145.0,0.14035087719298245,-1.83056097153736,-1.383828873996982,3.9427454515906786,85.0,7.897990559830679,60.0,,,2
ppo_residual,hebei_central,2021,12.182529740643618,125.0,0.08928571428571429,-1.3498593936506005,-1.064049318341165,4.121366718807938,125.0,8.06116302183568,0.0,,,2
ppo_residual,hebei_central,2022,13.30636337954757,65.0,0.043859649122807015,-0.5175709747793797,-0.4643620629045888,4.353711038109714,65.0,8.952652341437856,0.0,,,2
ppo_residual,henan_north,2018,14.94700811145933,40.0,0.04424778761061947,-0.0021109516022703723,-0.11710670524144462,5.9075766056339445,40.0,9.039431505825386,0.0,,,2
ppo_residual,henan_north,2019,9.304666086705819,230.0,0.08771929824561403,-3.149667517263855,-2.5539187042651488,2.0225737913985746,230.0,7.282092295307245,0.0,,,2
ppo_residual,henan_north,2020,13.786981184581762,120.0,0.09821428571428571,-1.0842337515514782,-0.8042814109296579,6.7211012528325345,60.0,7.065879931749228,60.0,,,2
ppo_residual,henan_north,2021,10.959413553577376,85.0,0.08928571428571429,-1.0941504498528176,-0.8751865649460637,2.50366191127547,85.0,8.455751642301905,0.0,,,2
ppo_residual,henan_north,2022,15.59290025862819,130.0,0.07017543859649122,-1.3311430132313853,-1.0657749148662083,6.4880658778696,130.0,9.10483438075859,0.0,,,2
ppo_residual,shaanxi_guanzhong,2018,11.651944844057049,125.0,0.10810810810810811,-1.266327876596807,-0.8640794088392374,4.648332329724559,0.0,7.00361251433249,125.0,,,2
ppo_residual,shaanxi_guanzhong,2019,8.523941863247417,105.0,0.07142857142857142,-1.5705545787675346,-1.1610288984842225,1.1483374151742907,40.0,7.375604448073127,65.0,,,2
ppo_residual,shaanxi_guanzhong,2020,13.516535964349748,0.0,0.03636363636363636,0.44422472445411904,0.21328795803383035,4.755989944168926,0.0,8.760546020180822,0.0,,,2
ppo_residual,shaanxi_guanzhong,2021,14.340680708597391,0.0,0.036036036036036036,0.48256986514964983,0.23525047788181117,5.292494400444067,0.0,9.048186308153324,0.0,,,2
ppo_residual,shaanxi_guanzhong,2022,10.692777748130252,0.0,0.0,0.3147130327812418,0.13649052045026866,4.929920927807669,0.0,5.762856820322583,0.0,,,2
ppo_residual,ningxia_irrigation,2018,5.646594030840249,225.0,0.2727272727272727,-3.0513959825670676,-2.9063434890325586,,,,,5.646594030840249,225.0,2
ppo_residual,ningxia_irrigation,2019,8.868968861622431,310.0,0.20454545454545456,-4.073939984585605,-3.6790210376255588,,,,,8.868968861622431,310.0,2
ppo_residual,ningxia_irrigation,2020,6.325936916721812,380.0,0.25,-5.014175568948397,-4.585740926593057,,,,,6.325936916721812,380.0,2
ppo_residual,ningxia_irrigation,2021,0.0,0.0,0.0,-0.08607043041529906,-0.07916957681129456,,,,,0.0,0.0,2
ppo_residual,ningxia_irrigation,2022,10.678889092967944,325.0,0.2727272727272727,-4.397698403317376,-4.098997207552428,,,,,10.678889092967944,325.0,2
