site_id,soil,smt_level,alpha,mean_total_yield,std_total_yield,mean_total_irr,wheat_yield,maize_yield,wheat_irr,maize_irr
henan_north,loam,conservative,0.1,12.143423879898817,3.3090828586797656,245.83333333333334,3.3925718633619923,8.750852016536825,45.0,200.83333333333334
henan_north,loam,conservative,0.2,12.691733013177446,3.3797003312147167,283.3333333333333,3.958653876096639,8.733079137080805,90.0,193.33333333333334
henan_north,loam,conservative,0.3,13.022626933035136,3.347126213450168,289.1666666666667,4.29407980863366,8.728547124401478,135.0,154.16666666666666
henan_north,loam,conservative,0.4,13.373102281638447,3.2147225343025907,327.5,4.590992097699105,8.782110183939345,170.0,157.5
henan_north,loam,conservative,0.5,13.91149665691537,2.6182975848706023,345.8333333333333,5.218579475607066,8.692917181308305,200.0,145.83333333333334
henan_north,loam,conservative,0.6,14.246802728693888,1.943326022556455,347.5,5.780655725050356,8.466147003643533,230.0,117.5
henan_north,loam,conservative,0.7,14.274948210100177,1.9963647336422614,341.6666666666667,6.131908284815559,8.143039925284617,253.33333333333334,88.33333333333336
henan_north,loam,conservative,0.8,14.320587545906056,2.043107403213656,335.8333333333333,6.4321644785287,7.8884230673773565,275.8333333333333,59.99999999999999
henan_north,loam,conservative,0.9,13.327388457822153,3.478538306296138,323.3333333333333,6.687893698860207,6.6394947589619475,293.3333333333333,29.999999999999996
henan_north,loam,moderate,0.1,12.244553233514715,3.273830720594808,284.9316028210161,3.403313056554706,8.841240176960012,45.0,239.9316028210161
henan_north,loam,moderate,0.2,12.58040140163977,3.628384907987056,334.28003878603016,3.922166392840616,8.658235008799153,90.0,244.2800387860301
henan_north,loam,moderate,0.3,13.091599009421232,3.2814800691414043,356.22810290002275,4.245156126816121,8.84644288260511,135.0,221.22810290002272
henan_north,loam,moderate,0.4,13.448685238684503,3.1449637839735014,389.2398333333333,4.571924793608323,8.87676044507618,180.0,209.2398333333333
henan_north,loam,moderate,0.5,13.82406324106133,2.5922585204793496,404.1666666666667,5.212799826901831,8.611263414159499,216.66666666666666,187.5
henan_north,loam,moderate,0.6,13.974729849518814,2.042450477556196,396.6666666666667,5.782413888046002,8.192315961472813,246.66666666666666,150.0
henan_north,loam,moderate,0.7,13.808920554469106,1.889639381032335,389.1666666666667,6.114114400756438,7.694806153712669,276.6666666666667,112.50000000000001
henan_north,loam,moderate,0.8,13.80949971270981,2.437916563925861,379.23333333333335,6.398674284134962,7.4108254285748485,304.23333333333335,74.99999999999999
henan_north,loam,moderate,0.9,12.916107608533244,3.1870379214419886,364.23333333333335,6.677035278007916,6.239072330525327,326.73333333333335,37.49999999999999
henan_north,loam,aggressive,0.1,12.09096048317234,3.3290774068134823,370.0425675702216,3.3224056633498456,8.768554819822496,45.0,325.0425675702216
henan_north,loam,aggressive,0.2,12.451899131494395,3.8205062027427346,396.3636503117593,3.9026290671498707,8.549270064344526,90.0,306.3636503117593
henan_north,loam,aggressive,0.3,13.143286479014053,3.2143874194276694,411.46915291856067,4.264974644215137,8.878311834798916,135.0,276.4691529185606
henan_north,loam,aggressive,0.4,13.538807212109807,2.846224905927046,426.19621414226845,4.818279986574523,8.720527225535285,180.0,246.19621414226845
henan_north,loam,aggressive,0.5,13.550216920789637,2.6432215579307745,435.97496885685285,5.169731269764691,8.380485651024946,225.0,210.9749688568528
henan_north,loam,aggressive,0.6,13.817101390858605,2.0597863719076734,440.1416355235195,5.706498419271955,8.110602971586653,266.6666666666667,173.4749688568528
henan_north,loam,aggressive,0.7,13.740702009912,1.9029141780779284,434.1326666666667,6.06319656815712,7.677505441754881,299.1326666666667,135.00000000000003
henan_north,loam,aggressive,0.8,13.274467135235994,2.291798505404529,419.13266666666664,6.339608665770644,6.934858469465351,329.1326666666667,89.99999999999999
henan_north,loam,aggressive,0.9,12.315208642437861,3.019539750151831,404.13266666666664,6.623081036497315,5.692127605940546,359.13266666666664,44.99999999999999
