site_id,nearest_source_distance,task_sensitivity,two_factor_risk
ningxia_irrigation,6.370978248687944,0.7679189894357722,4.892395178449732
shaanxi_guanzhong,6.715459492482259,0.1743493048629928,1.1708356943498681
henan_north,1.8122938870644816,0.6231754444286967,1.1293770485068184
beijing_plain,1.4410160412589892,0.6956690937537079,1.0024703235071968
hebei_central,1.4410160412589892,0.6175402600401441,0.8898854208410951
