site_id,soil,rainfed_yield,full_irrigation_yield,sensitivity
shaanxi_guanzhong,loam,10.854021153161847,13.146020728972738,0.17434930486299283
hebei_central,loam,5.002949414179699,13.08098315055285,0.6175402600401441
henan_north,loam,5.826023478872523,15.460838187786607,0.6231754444286967
beijing_plain,loam,3.6406025326341007,11.962644798513484,0.6956690937537079
ningxia_irrigation,loam,3.3063752176629597,14.24664262545482,0.7679189894357722
