target_site,finetuned,threshold_rule,zero_shot,yield_gap_vs_rule
beijing_plain,9.190523549839847,9.283191476733009,8.968554437564562,0.31463703916844743
hebei_central,11.586968349730608,11.639633221924786,11.706669766845213,-0.06703654492042688
henan_north,12.666656770300479,14.3046246872921,12.00671388299059,2.297910804301509
ningxia_irrigation,6.793378141307699,13.46389897829774,6.750847209694163,6.713051768603577
shaanxi_guanzhong,11.703204021493427,13.371002073960634,11.779431544296381,1.5915705296642528
