SMT1,SMT2,SMT3,SMT4,MaxIrr,irrigation_mm,cost,water_loss_mm,yield_t_ha
98.31675440742939,65.28760831213827,32.829728125261184,65.81233129009566,22.942249431918768,339.8299693143372,493.8299693143372,33.89163580934165,14.644685934599362
19.055213468964766,62.991823517054144,37.01069574571282,15.11151716340212,13.436521834542912,110.17947904325187,151.1794790432519,15.607755808405026,14.43909808735945
6.677876140730505,13.985307449183784,4.4340920934242956,5.802259822813232,12.118453377122476,0.0,0.0,16.04423591857293,12.063377162743395
8.610144221174274,13.985307449183784,4.264480891092397,5.802259822813232,12.118453377122476,0.0,0.0,16.04423591857293,12.063377162743395
99.24217094262127,65.28760831213827,32.829728125261184,62.5589304065641,22.942249431918768,321.45451180514823,475.4545118051483,31.578957955767798,14.644685105102107
48.48367788104325,8.00436772245077,20.478687184958268,2.372186145132595,29.56209204089176,23.64967363271341,27.649673632713405,16.121220678107413,13.227534739032151
90.55358328613409,65.40490531339913,33.797051905146986,66.88996991692213,24.020064906877632,326.29443640178494,425.294436401785,27.05891899127778,14.641942402201465
90.28418492687615,55.65231125465441,33.79337595077652,61.26926473557512,22.286240932158123,298.1061678793398,394.1061678793398,26.128416710266173,14.6369400961334
98.18002402676582,65.40490531339913,32.58375116931703,32.46098218157537,23.019436065327955,248.37650923189977,380.37650923189983,30.82122017244552,14.644600113859847
97.70846736746358,65.40490531339913,32.58135255878863,32.263694380012595,24.052361423884932,242.9613788282566,371.9613788282566,30.38581203137442,14.643367127531018
33.03938545348418,12.2929296037702,19.942186646331038,3.8438796139904667,34.808362916730665,13.923345166692267,15.923345166692267,15.843730178289846,12.908898424635286
73.56477138336506,71.20158919081571,42.9756026231207,2.6346225137468657,22.78649032267987,182.4536724883868,224.4536724883868,20.03829191545838,14.558749627904362
93.59422425946434,61.64338008015752,34.413668048455186,30.066638036340393,22.987067387917083,231.5652814477146,330.5652814477146,28.531956676854385,14.640107546526774
88.66945584613785,61.11630850480408,32.74530337157732,29.050816056499208,22.987067387917083,213.94388729721922,282.94388729721925,25.947082100037147,14.631430834210098
8.610144221174274,14.020113797647394,23.58785385511387,10.72134121967352,29.50613904671612,53.11105028408902,62.11105028408902,24.30780326353694,13.720310802981228
93.66523714837803,57.4727429530565,32.82220416415845,29.714951643689385,5.741044430629184,216.78456475331433,407.7845647533143,22.799079612910013,14.618008234368986
48.80604323945119,30.705336521559826,28.486130675840023,6.685273384667561,23.745817185169756,75.98661499254322,91.98661499254322,16.143046266059237,14.18566654606202
88.18388932870174,62.9398400138841,39.99159198103212,20.096057393157203,13.60688819648877,221.13826044588814,310.13826044588814,24.099059788863777,14.616381775495881
85.87321885479658,65.40490531339913,32.58375116931703,0.047039680396326666,22.32049794730001,197.43526620478693,256.4352662047869,26.27677695836008,14.606902796529644
73.16947006628774,38.841779652413706,37.300832887883374,3.7915300390013513,39.59434139847424,142.83182297510538,165.83182297510538,19.3569845090732,14.511727579798048
34.68999436020294,41.015021244301685,3.0920161105470125,0.39724371438408923,22.639692733678167,9.055877093471267,11.055877093471267,15.82965963665977,12.521947856606072
28.63402444335265,40.89720584259634,33.08136395845106,8.165158745239953,13.736731928078932,90.66243072532097,123.66243072532097,18.0067049163986,14.345413324505785
73.76818267402486,58.777220454447104,35.39482863260783,33.36562391651087,9.532230241104356,162.04791409877402,247.04791409877402,16.794334767241274,14.539551801295616
87.87262999498023,63.030027962973534,35.39482863260783,33.36562391651087,9.532230241104356,221.77665023082082,339.7766502308208,20.76227026521157,14.631034300987128
49.33415013152494,40.028429236791,8.214639278836621,5.723861096453031,23.802285226103557,4.760457045220711,5.760457045220711,16.030165376942854,12.124788462282446
92.71005363571028,61.64338008015752,31.741842918043183,30.066638036340393,22.947741715682415,229.97863451078538,323.97863451078535,28.121206634718806,14.637384545982377
48.11576790123464,12.188817323115213,37.910228765047506,5.642114775395616,22.99451502680978,105.774769123325,128.774769123325,17.329305398090483,14.402000814714308
18.35071739398013,39.97161095336797,24.466289740739892,18.673397076068174,31.15175577529114,62.303511550582286,72.30351155058227,15.739426368462961,13.896774166702249
74.85635862399847,71.29123341653226,32.58375116931703,8.377636272637256,23.183303863486486,166.4822114511387,205.4822114511387,20.735775500080877,14.570678465785155
33.52514836370962,41.67028850836419,21.509552420863102,3.2956674439147324,21.994213128747504,35.190741005996,43.190741005996,15.800077562522493,13.376962582626575
4.65274837873379,32.277101747286466,28.522956191801313,14.760224604673924,20.24239471482069,68.82414203039036,85.82414203039036,16.28701959531327,14.17207481222683
28.09139933556912,38.84139067786292,21.534551707450593,3.2956674439147324,39.74458079201087,39.744580792010865,44.744580792010865,15.976171222490132,13.521608881204605
33.56749234555562,40.67156166421484,7.832406499075608,5.100927151458404,35.71814980365558,14.287259921462232,16.28725992146223,15.76432701913519,12.713211824530756
8.610144221174274,14.464088805068116,26.48488243874124,20.90421408258713,29.50613904671612,64.91350590277548,75.91350590277548,18.541837312868303,14.035239684540409
68.20301649705786,58.687032505357664,39.99159198103212,19.77759969776873,13.60688819648877,136.06888196488768,186.0688819648877,17.595154863092727,14.469042630305808
11.718420580177586,3.451139827028662,23.733436434217786,14.760224604673924,22.204753170016048,44.409506340032095,54.40950634003209,21.588263967427693,13.676234500524378
53.392293488768914,74.85807989790261,33.77634568946286,33.883052481440046,6.698041360759536,155.39455956962118,271.3945595696212,16.36068041050794,14.486797649097184
73.16947006628774,68.5056915774374,37.41803675133364,3.8030038561708217,39.59434139847424,166.58842781418994,192.58842781418994,20.04694304336684,14.55771979416679
82.53624047611771,65.46907716213934,39.76576506427746,8.616404490669531,13.688937436231228,205.05695698762878,282.05695698762884,19.698023225844818,14.608881895251551
33.52514836370962,41.67028850836419,32.661921802409566,3.2956674439147324,24.09281764531817,91.55270705220906,110.55270705220906,22.30077663400065,14.395514678787563
