target_site,finetuned,threshold_rule,zero_shot,yield_gap_vs_rule
beijing_plain,12.362481512248685,11.232706294506487,12.33116006366918,-1.0984537691626937
hebei_central,14.045839982483386,13.877573885986305,14.88751050533819,-1.009936619351885
henan_north,18.20869155935867,16.278597364539188,16.191770837256723,0.0868265272824651
ningxia_irrigation,8.1008719185204,13.46389897829774,8.687263132181705,4.776635846116035
shaanxi_guanzhong,15.69231123315716,16.215164001863883,15.968589060053858,0.24657494181002448
