policy,site_id,year,preference,total_yield_t_ha,total_irrigation_mm,action_modified_rate,undiscounted_return,discounted_return,wheat_yield,wheat_irr,maize_yield,maize_irr,spring_maize_yield,spring_maize_irr,timesteps
ppo_rotation_direct_gamma1_seed2,ningxia_irrigation,2015,balanced,0.0,25.0,0.045454545454545456,-0.4027929726530415,-0.39839874347796106,,,,,0.0,25.0,300000
ppo_rotation_direct_gamma1_seed2,shaanxi_guanzhong,2015,balanced,15.41508586033711,95.0,0.20909090909090908,-0.8188113157155639,-0.7733000769059823,4.900043361912264,70.0,10.515042498424846,25.0,,,300000
ppo_rotation_direct_wq,hebei_central,2015,balanced,11.251394369970026,425.0,0.1,-5.279785179481866,-4.124836269559767,2.3042154349469257,265.0,8.9471789350231,160.0,,,300000
ppo_rotation_direct_wq,ningxia_irrigation,2015,balanced,0.0,25.0,0.045454545454545456,-0.4027929726530415,-0.39839874347796106,,,,,0.0,25.0,300000
ppo_rotation_direct_wq,shaanxi_guanzhong,2015,balanced,16.17462941722892,110.0,0.09090909090909091,-0.9728380072089061,-0.9037339192100778,4.900043361912264,85.0,11.274586055316659,25.0,,,300000
ppo_rotation_direct_wq_seed1,hebei_central,2015,balanced,15.635913526411958,440.0,0.34545454545454546,-5.232788033059235,-4.500669259022228,4.340943009549356,350.0,11.294970516862602,90.0,,,300000
ppo_rotation_direct_wq_seed1,ningxia_irrigation,2015,balanced,10.04540436893173,385.0,0.3181818181818182,-4.761535402261891,-4.332790527024038,,,,,10.04540436893173,385.0,300000
ppo_rotation_direct_wq_seed1,shaanxi_guanzhong,2015,balanced,16.273394475857167,350.0,0.7818181818181819,-4.058291589710721,-3.0705228278208083,4.900043361912264,185.0,11.373351113944901,165.0,,,300000
ppo_rotation_direct_wq_seed2,hebei_central,2015,balanced,13.487836814939179,450.0,0.2727272727272727,-5.526100263010536,-4.3514301048826205,2.595693807079724,400.0,10.892143007859454,50.0,,,300000
ppo_rotation_direct_wq_seed2,ningxia_irrigation,2015,balanced,10.05139302105074,450.0,0.7727272727272727,-5.58211352869861,-5.120985320539242,,,,,10.05139302105074,450.0,300000
ppo_rotation_direct_wq_seed2,shaanxi_guanzhong,2015,balanced,15.797319480887126,275.0,0.17272727272727273,-3.112350719970553,-1.9933473486662612,4.900043361912264,10.0,10.897276118974862,265.0,,,300000
ppo_rotation_residual_gamma1,hebei_central,2015,balanced,9.850195154852164,250.0,0.13636363636363635,-3.3725109268273457,-2.544210234624721,0.6758295955457355,100.0,9.174365559306429,150.0,,,300000
ppo_rotation_residual_gamma1,ningxia_irrigation,2015,balanced,0.0,0.0,0.041666666666666664,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,300000
ppo_rotation_residual_gamma1,shaanxi_guanzhong,2015,balanced,14.490084214561334,20.0,0.05454545454545454,0.11256679879331571,-0.05881120164231435,4.900043361912264,20.0,9.59004085264907,0.0,,,300000
ppo_rotation_residual_gamma1_seed1,hebei_central,2015,balanced,11.037340231607095,155.0,0.08181818181818182,-1.8890947698611114,-1.581064016963342,0.6882681695309901,135.0,10.349072062076104,20.0,,,300000
ppo_rotation_residual_gamma1_seed1,ningxia_irrigation,2015,balanced,0.0,0.0,0.0,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,300000
ppo_rotation_residual_gamma1_seed1,shaanxi_guanzhong,2015,balanced,14.403156742421269,25.0,0.2727272727272727,-0.016692503956363458,-0.14569602854317643,4.900043361912264,25.0,9.503113380509005,0.0,,,300000
ppo_rotation_residual_gamma1_seed2,hebei_central,2015,balanced,10.253334035777254,275.0,0.11818181818181818,-3.581359610789883,-2.702237935232059,0.7076951830516314,110.0,9.545638852725622,165.0,,,300000
ppo_rotation_residual_gamma1_seed2,ningxia_irrigation,2015,balanced,0.0,25.0,0.022727272727272728,-0.4027929726530415,-0.39839874347796106,,,,,0.0,25.0,300000
ppo_rotation_residual_gamma1_seed2,shaanxi_guanzhong,2015,balanced,15.1933639641337,70.0,0.2,-0.5275162027565478,-0.5496423957602024,4.900043361912264,45.0,10.293320602221437,25.0,,,300000
ppo_rotation_residual_wq,hebei_central,2015,balanced,13.979884151458437,450.0,0.2636363636363636,-5.464980137019874,-4.3418998827228386,2.601790195853362,345.0,11.378093955605076,105.0,,,300000
ppo_rotation_residual_wq,ningxia_irrigation,2015,balanced,0.0,125.0,0.11363636363636363,-1.6845598490403306,-1.4576097957190586,,,,,0.0,125.0,300000
ppo_rotation_residual_wq,shaanxi_guanzhong,2015,balanced,16.25061180233427,135.0,0.045454545454545456,-1.379917363862243,-1.0471018862173094,4.900043361912264,70.0,11.350568440422006,65.0,,,300000
ppo_rotation_residual_wq_seed1,hebei_central,2015,balanced,11.69447809671464,450.0,0.23636363636363636,-5.534279657098752,-4.315399673844833,2.8220984008897023,300.0,8.872379695824938,150.0,,,300000
ppo_rotation_residual_wq_seed1,ningxia_irrigation,2015,balanced,0.0,100.0,0.09090909090909091,-1.3674284486550505,-1.233542168269706,,,,,0.0,100.0,300000
ppo_rotation_residual_wq_seed1,shaanxi_guanzhong,2015,balanced,15.99991337540202,175.0,0.2818181818181818,-1.8886373091468465,-1.4137600240247183,4.900043361912264,50.0,11.099870013489756,125.0,,,300000
ppo_rotation_residual_wq_seed2,hebei_central,2015,balanced,11.585932174839888,450.0,0.23636363636363636,-5.57680082704899,-4.2903435769889935,1.9539562505716919,270.0,9.631975924268197,180.0,,,300000
ppo_rotation_residual_wq_seed2,ningxia_irrigation,2015,balanced,1.4665561219619274,150.0,0.18181818181818182,-1.9682687918304467,-1.792423074646769,,,,,1.4665561219619274,150.0,300000
ppo_rotation_residual_wq_seed2,shaanxi_guanzhong,2015,balanced,16.174640904416762,240.0,0.38181818181818183,-2.7478376076545414,-2.063263349719966,4.900043361912264,140.0,11.2745975425045,100.0,,,300000
ppo_rotation_direct_gamma1,hebei_central,2015,balanced,7.894366556831071,160.0,0.08181818181818182,-2.180148424868884,-1.7658191847937919,0.6789166964417322,120.0,7.215449860389339,40.0,,,400000
ppo_rotation_direct_gamma1,ningxia_irrigation,2015,balanced,0.0,0.0,0.0,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,400000
ppo_rotation_direct_gamma1,shaanxi_guanzhong,2015,balanced,14.490084214561334,20.0,0.07272727272727272,0.13478902101553797,-0.03225114281955416,4.900043361912264,20.0,9.59004085264907,0.0,,,400000
ppo_rotation_direct_gamma1_seed1,hebei_central,2015,balanced,7.894366556831071,160.0,0.08181818181818182,-2.180148424868884,-1.7658191847937919,0.6789166964417322,120.0,7.215449860389339,40.0,,,400000
ppo_rotation_direct_gamma1_seed1,ningxia_irrigation,2015,balanced,0.0,0.0,0.041666666666666664,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,400000
ppo_rotation_direct_gamma1_seed1,shaanxi_guanzhong,2015,balanced,14.490084214561334,10.0,0.03636363636363636,0.25423346545998243,0.06747220772129353,4.900043361912264,10.0,9.59004085264907,0.0,,,400000
ppo_rotation_direct_gamma1_seed2,hebei_central,2015,balanced,11.210695278513287,160.0,0.09090909090909091,-1.9413924389211725,-1.6210024482213796,0.7714370396092521,135.0,10.439258238904035,25.0,,,400000
ppo_rotation_direct_gamma1_seed2,ningxia_irrigation,2015,balanced,0.0,25.0,0.045454545454545456,-0.4027929726530415,-0.39839874347796106,,,,,0.0,25.0,400000
ppo_rotation_direct_gamma1_seed2,shaanxi_guanzhong,2015,balanced,15.052052717724456,75.0,0.17272727272727273,-0.5697091938030392,-0.5781271298946132,4.900043361912264,50.0,10.152009355812192,25.0,,,400000
ppo_rotation_direct_wq,hebei_central,2015,balanced,10.742109915272849,395.0,0.11818181818181818,-4.900970326001109,-3.779317690107499,1.805240577826759,235.0,8.93686933744609,160.0,,,400000
ppo_rotation_direct_wq,ningxia_irrigation,2015,balanced,0.0,25.0,0.045454545454545456,-0.4027929726530415,-0.39839874347796106,,,,,0.0,25.0,400000
ppo_rotation_direct_wq,shaanxi_guanzhong,2015,balanced,15.770585866942247,95.0,0.03636363636363636,-0.7850772232699577,-0.7062372251132463,4.900043361912264,45.0,10.870542505029983,50.0,,,400000
ppo_rotation_direct_wq_seed1,hebei_central,2015,balanced,12.7139042121198,450.0,0.38181818181818183,-5.572216736480525,-4.781955114146343,4.302524118170748,340.0,8.411380093949052,110.0,,,400000
ppo_rotation_direct_wq_seed1,ningxia_irrigation,2015,balanced,0.0,125.0,0.11363636363636363,-1.6891524735519758,-1.548701202723173,,,,,0.0,125.0,400000
ppo_rotation_direct_wq_seed1,shaanxi_guanzhong,2015,balanced,16.130084297938346,200.0,0.4909090909090909,-2.138276291551376,-1.8085832454546187,4.900043361912264,95.0,11.230040936026082,105.0,,,400000
ppo_rotation_direct_wq_seed2,hebei_central,2015,balanced,13.231057264715671,445.0,0.22727272727272727,-5.4771595738999785,-4.238494361820409,2.359070718729116,345.0,10.871986545986555,100.0,,,400000
ppo_rotation_direct_wq_seed2,ningxia_irrigation,2015,balanced,0.0,450.0,0.3409090909090909,-5.900091759787181,-5.081975524491825,,,,,0.0,450.0,400000
ppo_rotation_direct_wq_seed2,shaanxi_guanzhong,2015,balanced,16.140858228663625,170.0,0.13636363636363635,-1.7573459905792939,-1.2156279939780634,4.900043361912264,85.0,11.24081486675136,85.0,,,400000
ppo_rotation_residual_gamma1,hebei_central,2015,balanced,11.079054593684655,145.0,0.07272727272727272,-1.8680832603667934,-1.5636006175317272,0.6789166964417322,125.0,10.400137897242923,20.0,,,400000
ppo_rotation_residual_gamma1,ningxia_irrigation,2015,balanced,0.0,0.0,0.0,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,400000
ppo_rotation_residual_gamma1,shaanxi_guanzhong,2015,balanced,15.1933639641337,50.0,0.09090909090909091,-0.24418286942321465,-0.28974014656983177,4.900043361912264,25.0,10.293320602221437,25.0,,,400000
ppo_rotation_residual_gamma1_seed1,hebei_central,2015,balanced,11.037340231607095,155.0,0.09090909090909091,-1.8890947698611114,-1.581064016963342,0.6882681695309901,135.0,10.349072062076104,20.0,,,400000
ppo_rotation_residual_gamma1_seed1,ningxia_irrigation,2015,balanced,0.0,0.0,0.041666666666666664,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,400000
ppo_rotation_residual_gamma1_seed1,shaanxi_guanzhong,2015,balanced,14.403156742421269,25.0,0.16363636363636364,-0.016692503956363458,-0.1450404149153739,4.900043361912264,25.0,9.503113380509005,0.0,,,400000
ppo_rotation_residual_gamma1_seed2,hebei_central,2015,balanced,11.140285557300171,165.0,0.06363636363636363,-2.0064868338177577,-1.6751773643353909,0.7560703620840031,140.0,10.384215195216168,25.0,,,400000
ppo_rotation_residual_gamma1_seed2,ningxia_irrigation,2015,balanced,0.0,25.0,0.022727272727272728,-0.4027929726530415,-0.39839874347796106,,,,,0.0,25.0,400000
ppo_rotation_residual_gamma1_seed2,shaanxi_guanzhong,2015,balanced,15.137652816789448,55.0,0.05454545454545454,-0.32797238142232377,-0.38257766779008623,4.900043361912264,30.0,10.237609454877184,25.0,,,400000
ppo_rotation_residual_wq,hebei_central,2015,balanced,12.246433122511315,260.0,0.15454545454545454,-3.133992694789078,-2.558385699119935,1.4709948317128265,245.0,10.775438290798489,15.0,,,400000
ppo_rotation_residual_wq,ningxia_irrigation,2015,balanced,0.0,0.0,0.0,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,400000
ppo_rotation_residual_wq,shaanxi_guanzhong,2015,balanced,16.186542686269664,90.0,0.05454545454545454,-0.8224236326335759,-0.7107472583789162,4.900043361912264,70.0,11.2864993243574,20.0,,,400000
ppo_rotation_residual_wq_seed1,hebei_central,2015,balanced,11.193568194250345,450.0,0.2909090909090909,-5.652684603228443,-4.40072073904426,2.6098422251494657,320.0,8.583725969100879,130.0,,,400000
ppo_rotation_residual_wq_seed1,ningxia_irrigation,2015,balanced,0.0,50.0,0.045454545454545456,-0.7240025194645721,-0.6871767932539605,,,,,0.0,50.0,400000
ppo_rotation_residual_wq_seed1,shaanxi_guanzhong,2015,balanced,15.634378381142822,85.0,0.11818181818181818,-0.7367659000703909,-0.6602861333571104,4.900043361912264,35.0,10.734335019230558,50.0,,,400000
ppo_rotation_residual_wq_seed2,hebei_central,2015,balanced,10.457506619933715,415.0,0.20909090909090908,-5.143473852313573,-4.0067469377233635,2.4024398835747522,270.0,8.055066736358963,145.0,,,400000
ppo_rotation_residual_wq_seed2,ningxia_irrigation,2015,balanced,5.420194490502201,275.0,0.29545454545454547,-3.458837410114417,-3.132404343120793,,,,,5.420194490502201,275.0,400000
ppo_rotation_residual_wq_seed2,shaanxi_guanzhong,2015,balanced,16.182960339960914,185.0,0.32727272727272727,-2.02393712487233,-1.59399434214463,4.900043361912264,135.0,11.28291697804865,50.0,,,400000
