policy,site_id,year,preference,total_yield_t_ha,total_irrigation_mm,action_modified_rate,undiscounted_return,discounted_return,wheat_yield,wheat_irr,maize_yield,maize_irr,spring_maize_yield,spring_maize_irr,timesteps
ppo_rotation_residual_gamma1_seed2,hebei_central,2015,balanced,10.239057291834303,275.0,0.13636363636363635,-3.682195463728381,-2.7728171443659186,0.6934321469229378,110.0,9.545625144911366,165.0,,,200000
ppo_rotation_residual_gamma1_seed2,ningxia_irrigation,2015,balanced,0.0,25.0,0.045454545454545456,-0.4027929726530415,-0.39839874347796106,,,,,0.0,25.0,200000
ppo_rotation_residual_gamma1_seed2,shaanxi_guanzhong,2015,balanced,15.137652816789448,85.0,0.39090909090909093,-0.7085279369778796,-0.765110037335949,4.900043361912264,60.0,10.237609454877184,25.0,,,200000
ppo_rotation_residual_wq,hebei_central,2015,balanced,11.57520198097724,315.0,0.11818181818181818,-4.081450543837799,-3.0068757129046277,0.6758295955457355,100.0,10.899372385431505,215.0,,,200000
ppo_rotation_residual_wq,ningxia_irrigation,2015,balanced,0.0,0.0,0.0,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,200000
ppo_rotation_residual_wq,shaanxi_guanzhong,2015,balanced,16.2540060994459,115.0,0.03636363636363636,-1.0742437457984604,-0.8791558146159864,4.900043361912264,60.0,11.353962737533635,55.0,,,200000
ppo_rotation_residual_wq_seed1,hebei_central,2015,balanced,13.573484438441614,450.0,0.21818181818181817,-5.88549186796437,-4.692278445125396,3.845990573059345,265.0,9.72749386538227,185.0,,,200000
ppo_rotation_residual_wq_seed1,ningxia_irrigation,2015,balanced,1.2890392234666694,200.0,0.06818181818181818,-2.61653555610611,-2.350449101695352,,,,,1.2890392234666694,200.0,200000
ppo_rotation_residual_wq_seed1,shaanxi_guanzhong,2015,balanced,16.241194413930003,235.0,0.42727272727272725,-3.0413560363091605,-2.194344214248368,4.900043361912264,75.0,11.34115105201774,160.0,,,200000
ppo_rotation_residual_wq_seed2,hebei_central,2015,balanced,9.58074561314033,450.0,0.32727272727272727,-5.755195410649134,-4.503821499109224,2.1758255673471534,350.0,7.404920045793177,100.0,,,200000
ppo_rotation_residual_wq_seed2,ningxia_irrigation,2015,balanced,0.0,175.0,0.1590909090909091,-2.3297121462152672,-2.0331310787777985,,,,,0.0,175.0,200000
ppo_rotation_residual_wq_seed2,shaanxi_guanzhong,2015,balanced,16.195128155993366,240.0,0.2545454545454545,-2.791569452044148,-2.0632019260593317,4.900043361912264,140.0,11.295084794081104,100.0,,,200000
ppo_rotation_direct_gamma1,hebei_central,2015,balanced,10.520125329732638,255.0,0.13636363636363635,-3.331698870613636,-2.5291582159975983,0.6762134476985635,110.0,9.843911882034075,145.0,,,300000
ppo_rotation_direct_gamma1,ningxia_irrigation,2015,balanced,0.0,0.0,0.0,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,300000
ppo_rotation_direct_gamma1,shaanxi_guanzhong,2015,balanced,14.490084214561334,20.0,0.01818181818181818,0.13478902101553797,-0.021593157001855046,4.900043361912264,20.0,9.59004085264907,0.0,,,300000
ppo_rotation_direct_gamma1_seed1,hebei_central,2015,balanced,10.409806296169043,280.0,0.20909090909090908,-3.6786333564309173,-2.741626549946455,0.6758295955457355,100.0,9.733976700623307,180.0,,,300000
ppo_rotation_direct_gamma1_seed1,ningxia_irrigation,2015,balanced,0.0,0.0,0.041666666666666664,-0.04059596122166813,-0.045338595799476855,,,,,0.0,0.0,300000
ppo_rotation_direct_gamma1_seed1,shaanxi_guanzhong,2015,balanced,14.490084214561334,10.0,0.045454545454545456,0.25423346545998243,0.06747220772129353,4.900043361912264,10.0,9.59004085264907,0.0,,,300000
ppo_rotation_direct_gamma1_seed2,hebei_central,2015,balanced,8.246112103734678,170.0,0.08181818181818182,-2.188215243288809,-1.7819217050169827,0.7141499170827628,130.0,7.531962186651914,40.0,,,300000
