site_id,beijing_plain,hebei_central,henan_north,shaanxi_guanzhong,ningxia_irrigation
beijing_plain,0.0,4.169394867994986,5.0571443244964716,12.537610098849449,12.712509684437666
hebei_central,4.169394867994986,0.0,4.705128908454447,13.244813216534677,12.962083946359614
henan_north,5.0571443244964716,4.705128908454447,0.0,12.085223092715609,14.445074726676884
shaanxi_guanzhong,12.537610098849449,13.244813216534677,12.085223092715609,0.0,17.1157860400781
ningxia_irrigation,12.712509684437666,12.962083946359614,14.445074726676884,17.1157860400781,0.0
