site_id,soil,smt_level,alpha,mean_total_yield,std_total_yield,mean_total_irr,wheat_yield,maize_yield,wheat_irr,maize_irr
hebei_central,loam,conservative,0.1,10.944995576345343,2.8615283670146043,240.83333333333334,2.4143717983383453,8.530623778007,45.0,195.83333333333334
hebei_central,loam,conservative,0.2,11.444435369562408,2.867597574368787,290.0,2.853919057672756,8.59051631188965,90.0,200.0
hebei_central,loam,conservative,0.3,12.152673432176371,2.470097926038297,310.0,3.4717855012452663,8.680887930931105,135.0,175.0
hebei_central,loam,conservative,0.4,12.845677451430864,2.0989652832243824,295.8333333333333,4.145661121671976,8.700016329758888,175.0,120.83333333333333
hebei_central,loam,conservative,0.5,13.388810877424788,1.8429331655306076,329.1666666666667,4.6974481016841345,8.691362775740656,212.5,116.66666666666667
hebei_central,loam,conservative,0.6,13.81194537000004,1.6094618766543676,347.5,5.141694853784081,8.670250516215958,250.0,97.5
hebei_central,loam,conservative,0.7,13.858141504372304,1.3714495795758959,371.6666666666667,5.516624343423806,8.341517160948497,285.0,86.66666666666667
hebei_central,loam,conservative,0.8,13.623017050409068,1.6296863086910887,385.0,5.838291811147002,7.784725239262066,315.0,69.99999999999999
hebei_central,loam,conservative,0.9,12.954395228320628,3.4762402411003452,381.6666666666667,6.079887273635151,6.874507954685477,344.1666666666667,37.49999999999999
hebei_central,loam,moderate,0.1,11.111430390051845,2.758800115699363,301.3155896728941,2.4308774362707974,8.680552953781051,45.0,256.315589672894
hebei_central,loam,moderate,0.2,11.772009882924939,2.4669626983472472,341.0557242626008,2.9844497050428203,8.787560177882119,90.0,251.05572426260073
hebei_central,loam,moderate,0.3,12.224319221883176,2.4802161393235433,375.6374885835152,3.4285577168911012,8.795761504992074,135.0,240.6374885835152
hebei_central,loam,moderate,0.4,13.016511798185405,1.967422476532259,367.8739026757069,4.159622300210771,8.856889497974633,180.0,187.87390267570694
hebei_central,loam,moderate,0.5,13.552728766056498,1.7744947009152743,385.66030305223575,4.697181525005868,8.85554724105063,220.83333333333334,164.82696971890238
hebei_central,loam,moderate,0.6,13.796553248742521,1.5804783176696453,400.1922727617936,5.137266541590784,8.659286707151738,258.3333333333333,141.85893942846027
hebei_central,loam,moderate,0.7,13.847718514015904,1.5395633258514256,410.03249999999997,5.525753351100055,8.32196516291585,295.8333333333333,114.1991666666667
hebei_central,loam,moderate,0.8,13.753243424743859,1.5256852207928862,412.5,5.861886927978552,7.891356496765307,333.3333333333333,79.16666666666666
hebei_central,loam,moderate,0.9,12.320756326202712,3.7197703630503947,411.30716666666666,6.115003983377478,6.205752342825235,369.6405,41.666666666666664
hebei_central,loam,aggressive,0.1,11.138934064139882,2.727424251804324,406.90963877652183,2.41560347926743,8.723330584872452,45.0,361.90963877652183
hebei_central,loam,aggressive,0.2,11.78448095662059,2.459465637468471,418.3169265637939,3.0038391947211007,8.780641761899487,90.0,328.31692656379386
hebei_central,loam,aggressive,0.3,12.218295812635313,2.3661155824575317,441.5943623948636,3.382159679988108,8.836136132647205,135.0,306.5943623948636
hebei_central,loam,aggressive,0.4,12.99065904101449,1.847879191941612,426.9932164337124,4.109579483184307,8.881079557830184,180.0,246.9932164337124
hebei_central,loam,aggressive,0.5,13.242148913805805,1.736899538222694,434.5732164337124,4.531663532036474,8.710485381769331,225.0,209.57321643371242
hebei_central,loam,aggressive,0.6,13.428990318568625,1.689316677096767,442.0265497670457,4.982336925439142,8.446653393129482,270.0,172.0265497670457
hebei_central,loam,aggressive,0.7,13.563256614396439,1.6216581586671057,442.8682164337124,5.393519196104379,8.16973741829206,308.3333333333333,134.5348831003791
hebei_central,loam,aggressive,0.8,13.645549908562934,1.5257568526346394,435.8333333333333,5.756339444997608,7.889210463565323,345.8333333333333,89.99999999999999
hebei_central,loam,aggressive,0.9,12.092722513825398,3.460145541399386,428.3333333333333,6.035749657220292,6.056972856605103,383.3333333333333,44.99999999999999
