SMT_w1,SMT_w2,SMT_w3,SMT_w4,SMT_m1,SMT_m2,SMT_m3,SMT_m4,alpha,total_yield_t_ha,total_irrigation_mm,water_loss_mm,yield_cv,site_id,mode
28.533613537538074,44.323343691817485,14.508835532912304,4.76846228683722,0.5483542728806992,54.892214013974744,9.652961145308657,43.79347862296358,0.8740047642980895,10.916752472470908,124.01871363951584,77.32594039644364,0.33065036501436706,shaanxi_guanzhong,joint
71.64026385292284,23.81252655614063,14.636306299926144,2.4420266920810754,2.169230509100392,41.84289863296947,13.060321576339994,43.74036374495769,0.8907837361628852,10.890664351079492,122.90954527083133,79.97240610430664,0.33011417515610203,shaanxi_guanzhong,joint
84.23031192253168,30.132557656876145,97.53657077668734,90.01352157921963,1.7689527684225155,81.88245539264126,75.06772320835671,15.930997245866422,0.8358869921513664,13.69576923772998,312.3081963333734,242.54423997445502,0.012136278210847241,shaanxi_guanzhong,joint
24.519258687393037,10.89210928460697,17.65420034659199,2.9086670820778204,17.945484068241758,16.80765913273329,13.08301574444126,63.31599460365578,0.8907554895979625,11.399628293064799,74.32802374473351,85.60678499427634,0.32150985659255626,shaanxi_guanzhong,joint
24.65338319086564,29.450286180317434,9.50885306509732,5.3616381516682985,7.563890571753101,81.95271421697512,9.682896974597593,13.358779820258249,0.8503408801736603,10.921591806637156,155.4079623531117,79.92549270431134,0.34082887488316843,shaanxi_guanzhong,joint
70.2225588889173,30.591097858101428,17.26292267126815,84.64938379408096,87.02317100652147,79.04697833501308,7.726735724175372,15.153966807142542,0.5974562476788117,13.760711633408809,334.84962310529437,193.00321498371267,0.013731418700581116,shaanxi_guanzhong,joint
40.00901745033291,17.721639011871968,9.134261006985968,4.8574688554874434,0.8616782004453576,16.907379445651888,13.125670479252104,44.455239671613064,0.34940401301581153,12.849049320083049,85.0,143.93903555950973,0.06987381597268501,shaanxi_guanzhong,joint
27.705596196381467,24.535178747422734,97.54067268717829,51.97136084347206,90.63748920409634,62.232745714552465,44.374937264579245,42.23709204470367,0.8806861141167377,11.94405863827026,244.53187440741235,117.68374737024814,0.32786176276683693,shaanxi_guanzhong,joint
69.13370352777413,19.148864505829067,13.410235041750807,4.504509336267728,2.1426860967110857,16.906832079473006,13.050246021712198,52.66715621238026,0.41181807947657634,12.909428100297472,97.9896,183.2276211299837,0.0659747193724814,shaanxi_guanzhong,joint
24.519258687393037,17.973065755314444,17.5762861788799,0.03501133896690334,22.58730921621758,16.804002810267477,13.246010513373498,63.31599460365578,0.405874267955102,13.079085891498782,115.0,239.866829080042,0.05625705491322515,shaanxi_guanzhong,joint
84.8901704413563,30.59431215326804,97.53657077668734,82.515897377617,1.7689527684225155,81.88245539264126,22.49810472381013,15.140144106963266,0.828564620799163,13.703521510585631,281.7656543937261,203.31313720988533,0.013087386085344058,shaanxi_guanzhong,joint
25.42634932480935,30.860635012552688,20.981546290719084,5.117986265547941,20.147700415123776,16.97512756444981,51.765613800647756,12.811589067660673,0.8358915995733437,11.714128905127449,159.3092681151972,123.09804239684749,0.3350782566647866,shaanxi_guanzhong,joint
67.28263997263143,17.377042490482843,8.314518203202379,2.6066897027813596,63.49183835077115,26.28005610440214,28.628735359240608,65.07879066371463,0.3963032326359126,13.461258309000304,171.56692856600975,168.59955849764947,0.027882421779608278,shaanxi_guanzhong,joint
24.519258687393037,19.649557968842956,17.474007932791633,1.8849315716804373,17.945420393288828,16.80765913273329,13.081081959812588,63.31599460365578,0.8907554895979625,11.493010269388352,79.32802374473351,111.01907159274826,0.321998982181305,shaanxi_guanzhong,joint
74.38437503230561,32.5375133346815,17.692435374267447,97.42251684806574,5.39065553499406,40.86399780302303,7.7289965879343985,7.244371201339665,0.8784192717125802,13.702477256979261,237.82428447142655,220.94841790645455,0.014710311904323202,shaanxi_guanzhong,joint
67.28263997263143,17.377042490482843,21.19106341727632,2.6066897027813596,63.49183835077115,81.0294506419739,28.628735359240608,65.07879066371463,0.40116331998128957,13.571773386705493,189.518572399781,152.20250566058448,0.023853784406920608,shaanxi_guanzhong,joint
71.64026385292284,24.041160209198413,14.54707931989073,27.162540034309682,0.5483542728806992,41.84289863296947,10.658023714704473,42.362332246281305,0.8288528937062949,11.674767755240257,140.91103316767726,101.04727181811049,0.3254221096707275,shaanxi_guanzhong,joint
42.94855583028977,65.38660110683944,43.12267487774062,86.73205056421992,62.85309335995393,81.0274352106299,36.14323660714718,54.200748753736036,0.2570375080918027,13.654112049924578,302.1306433389731,160.31610454262872,0.0220018957139606,shaanxi_guanzhong,joint
34.12424234554675,24.154947476978972,11.199115349195296,97.3852671400888,5.39065553499406,41.76827895348935,42.74772918527475,42.28342864429965,0.8982392417413342,13.682535413494374,229.50086340705383,215.17101383317572,0.01590954416400481,shaanxi_guanzhong,joint
2.93854176455028,44.54297128649989,33.51213201947126,48.63793486417382,4.648782441682638,14.647721024377434,44.81264727827682,9.388810880517052,0.5923312797052719,13.097820479829469,226.6901848265255,150.37994902580198,0.06417103179893717,shaanxi_guanzhong,joint
27.715691018831222,24.154947476978972,98.69973255214802,51.371992270688324,20.003723874227195,16.97512756444981,52.53455243120223,63.526511815399026,0.8448626378437722,11.840282786404046,235.16174148128025,97.50164278457065,0.3261557128178799,shaanxi_guanzhong,joint
70.05115316806655,31.0441892471441,17.282341965767372,6.515992327676109,64.80054143432557,79.28125134419196,28.628735359240608,68.8706920878877,0.3963032326359126,13.599758107852997,183.49205869666804,165.0393412603989,0.02264459398691886,shaanxi_guanzhong,joint
27.705596196381467,24.560607822156076,97.54067268717829,51.39451534534772,19.67397963224237,62.232745714552465,44.374937264579245,42.23709204470367,0.8806861141167377,11.91393449502824,222.31712521893155,109.1141261487214,0.32716611766486126,shaanxi_guanzhong,joint
84.23031192253168,30.132557656876145,94.54850836644891,90.66113781520131,89.40350715763861,81.90439904082699,75.06772320835671,15.930997245866422,0.8318403458563797,13.738020375890903,316.4212783035981,177.6646223233555,0.01348637775225743,shaanxi_guanzhong,joint
65.02098350411683,21.346276503463404,13.065962171626722,4.673764693258612,64.80054143432557,16.864365447612684,28.628735359240608,65.07879066371463,0.3963032326359126,13.456978437798265,162.95772856600973,205.71326869428535,0.029542402827783087,shaanxi_guanzhong,joint
28.90805633451214,10.377384871936254,13.564554198487814,2.8968464078310006,17.91743333587626,27.4840151835581,13.083027524607568,63.31599460365578,0.4431357805506941,13.250862510771958,125.0,240.97006206900488,0.043359409214234,shaanxi_guanzhong,joint
28.20322233328271,30.591097858101428,17.26292267126815,47.887301541981785,87.15227094364927,79.04697833501308,7.630150572260436,16.032175888362055,0.878122736974215,11.699814557104641,209.84476836160326,120.38033763783908,0.32656097192867245,shaanxi_guanzhong,joint
69.84073192663443,30.860635012552688,20.981546290719084,9.55086534755334,17.032400413580746,17.432009609136337,51.765613800647756,12.848831120196243,0.8550210715433911,11.26041576862655,149.71487354402387,82.73528055005981,0.3393432700885302,shaanxi_guanzhong,joint
70.24836621657288,30.591097858101428,13.015572182292194,84.64938379408096,87.02317100652147,18.67013199111605,29.633970892696517,64.36552680398499,0.37350543834381356,13.756442306270056,293.5086088638146,196.89812292929162,0.013546641289534183,shaanxi_guanzhong,joint
68.90220180761453,19.119317588670267,13.410125547268802,2.2708893141542377,1.7993351902556678,27.631781952069264,13.134783088013148,52.47273937912652,0.41181807947657634,13.058626207253656,106.44839999999999,145.98425644339213,0.05023243753850158,shaanxi_guanzhong,joint
30.300819643578947,17.377042490482843,6.747102456940666,2.6066897027813596,63.49183835077115,26.28005610440214,44.59698636484261,64.47373261482487,0.3963032326359126,13.40033938286211,161.87413919017078,152.90526398062352,0.03269038824253151,shaanxi_guanzhong,joint
31.63394925452922,26.954323074282534,9.49781582336079,4.654332704631617,7.423197657863007,20.72851027883288,13.08202963900397,45.73467444905175,0.8506047217317935,11.159157334922396,125.33672513241576,80.95564428383402,0.3278188818104686,shaanxi_guanzhong,joint
61.2443742147152,28.993611257578017,44.87710228683149,95.05493955534085,76.3545356024655,9.041213422973371,24.78772841475075,59.58308487408727,0.5,13.741767088631212,265.7615800340886,230.15975395458509,0.013312783651043644,shaanxi_guanzhong,independent
60.12752906970914,29.15145478577511,74.12497531359861,94.52134800555324,82.67411488983491,46.58994344238381,23.152689289684222,58.91156541602858,0.5,13.770363775483384,302.103672552562,184.75279455247446,0.012778628243402616,shaanxi_guanzhong,independent
60.08762634228047,27.634707125910154,0.39412488986462435,14.673783538836608,0.5376916627837618,0.4409443311012726,10.816967363866393,45.75391210283498,0.5,12.56408492316222,78.9866,158.6543569161507,0.10241699882577501,shaanxi_guanzhong,independent
61.251386660608105,36.05684428947134,74.17595479956348,95.44990642184698,85.9917245671615,3.632685042990698,23.54193371801491,54.01344484634068,0.5,13.762967157366386,323.25533794267665,181.1469050440414,0.013251121553557538,shaanxi_guanzhong,independent
60.08762634228047,27.634707125910154,0.23623559516470038,14.673783538836608,0.5376916627837618,0.4409443311012726,11.790127132545361,45.75391210283498,0.5,12.56408492316222,78.9866,158.6543569161507,0.10241699882577501,shaanxi_guanzhong,independent
60.123470752446096,29.15145478577511,74.12497531359861,94.52134800555324,77.99778068262138,46.58994344238381,23.152689289684222,58.86278756010214,0.5,13.764541360122672,289.56597690383444,181.84176134124664,0.012619890201115976,shaanxi_guanzhong,independent
13.897485253778703,35.98348070796074,30.25647961222046,2.1757345404937185,6.484882488388116,17.59441977546717,17.091438131972325,53.90739794796952,0.5,13.04054857174533,120.0,144.9069902762067,0.05393318634823157,shaanxi_guanzhong,independent
19.670695689095268,25.371188748875166,19.25893782070325,10.787389681354684,2.131863525549443,19.20820084602101,12.503639651133046,53.95883731010865,0.5,12.974525628229179,100.0,184.3061856733354,0.05906256191550199,shaanxi_guanzhong,independent
6.114785079514995,28.00216429242712,28.574819080262035,13.316577706210488,6.435693862358621,4.93375787104151,16.67417763232941,53.73711165132701,0.5,12.771962306998194,100.0,148.4044237890147,0.08105386191468057,shaanxi_guanzhong,independent
58.695053335390114,27.06208634292537,10.830446001493208,73.339968547877,71.20969528224988,28.15171495823143,19.49056140344747,63.21351175001671,0.5,13.728553399463285,201.08247617291096,216.06271183489895,0.013483753112680725,shaanxi_guanzhong,independent
61.49383825754673,27.068254183861,10.383787165915024,10.910076143618081,22.639479002772504,68.42946585932819,19.448561757120522,41.27585404998858,0.5,13.358919648792499,138.87260267258958,146.18963510476217,0.028853987589942703,shaanxi_guanzhong,independent
5.103310850442099,27.904946652193075,28.77960207175503,13.316577706210488,0.5376916627837618,4.93375787104151,16.67417763232941,53.7340741287396,0.5,12.678877661577028,90.0,161.52677068836573,0.09177521061284022,shaanxi_guanzhong,independent
14.400287501925767,27.920250129569325,27.27952426443967,13.354649514301911,7.091431349370419,53.68988595053687,19.48904747720487,53.66156718054983,0.5,13.243611507448293,130.0,146.31215738763552,0.038297400647734195,shaanxi_guanzhong,independent
