SMT1,SMT2,SMT3,SMT4,MaxIrr,irrigation_mm,cost,water_loss_mm,yield_t_ha
8.877329078041768,30.97576464097743,15.953926806601832,1.7894376130853384,20.630438288359493,0.0,0.0,47.465816179778,14.012816610588487
8.877329078041768,9.982862178468482,15.953926806601832,20.572319514020105,12.492135679248753,0.0,0.0,47.465816179778,14.012816610588487
9.008719845849214,10.205991982053224,25.870853662067198,21.09756016720634,12.565626241859096,12.565626241859096,17.565626241859096,47.060017352986684,14.499854716934669
90.96727570849215,31.10154187734887,31.438235446004825,71.46091988037355,11.832473387332449,203.0823876739335,301.0823876739335,70.51488326260422,14.774822816878071
91.37997947125422,31.10154187734887,31.438235446004825,71.46091988037355,8.410434011911125,197.59402946217045,319.59402946217045,66.98147229223886,14.770317832875998
99.25733578495552,52.644669985875936,29.890819446554094,21.959354974020076,21.873270077918267,164.66389689746768,273.6638968974677,76.73005446531269,14.787813683198294
99.25733578495552,52.39314879970782,29.890819446554094,21.959354974020076,21.873270077918267,164.66389689746768,273.6638968974677,76.73005446531269,14.787813683198294
92.86039888963018,52.39314879970782,29.87890613804601,20.328486859872857,21.873270077918267,156.5375994568888,233.5375994568888,72.29400914145427,14.785949164537584
5.242278108465594,30.18867915824824,30.748824894515373,4.996836022044709,20.634010765980562,20.634010765980562,25.634010765980566,47.183451537776484,14.607923768202273
77.52508991015407,60.47481395667909,30.2205100198158,15.723750089600902,5.740122399586793,101.02615423272758,189.0261542327276,51.49413449286444,14.702834182639336
90.42184797865123,54.27506356660016,30.504238023481207,7.9886713244434855,6.34105020891086,138.8152443453459,248.8152443453459,59.48142638836663,14.767932254774413
71.73108869331787,53.600240022892535,30.237811868530123,19.930644384483635,18.816748744556037,58.414596986934484,74.41459698693448,51.157807887161525,14.698774475763496
73.26181132005316,53.60157619742485,30.23614897624816,20.029485796048753,18.459378827366148,67.97400605810606,87.97400605810606,55.239355228807355,14.705961061813236
80.60346913719117,46.87537417124221,30.00238832807776,21.436010442583967,38.326909480683845,109.61872328084578,136.61872328084578,66.69336240124514,14.746179947510353
82.43069334093832,54.46730087749571,30.669944145785216,35.104334002303105,14.875719832988674,118.80335816599727,160.80335816599728,57.961859858785395,14.760417591787022
77.8637236268452,54.53092305397187,30.695189052263423,22.019674015499174,12.581542312743007,95.16699618920106,133.16699618920106,54.5554988542115,14.73730392976928
