site_id,nearest_source_distance,task_sensitivity,two_factor_risk
ningxia_irrigation,6.370978248687944,0.812986239261809,5.179517646819598
henan_north,1.8122938870644816,0.5611646040326631,1.0169951815253557
shaanxi_guanzhong,6.715459492482259,0.1392036173485804,0.9348162535113922
beijing_plain,1.4410160412589892,0.6471555461387952,0.9325615231757258
hebei_central,1.4410160412589892,0.6074391757933087,0.875329596407297
