site_id,soil,rainfed_yield,full_irrigation_yield,sensitivity,sensitivity_across_years_std,sensitivity_across_years_min,sensitivity_across_years_max,n_years
shaanxi_guanzhong,loam,13.515700756481156,15.701391210369843,0.13920361734858042,0.15260774971026747,0.007436065640648964,0.533548343284598,10
henan_north,loam,7.858574015285609,17.90779432903934,0.5611646040326631,0.28159062871217483,0.10286853683530288,1.0,10
hebei_central,loam,6.103502955815921,15.547916601587072,0.6074391757933086,0.27343957719934625,0.12703489028377052,1.0,10
beijing_plain,loam,5.091069944617408,14.428652310969962,0.647155546138795,0.2804839485470944,0.09311045214695565,1.0,10
ningxia_irrigation,loam,2.6643182152793203,14.24664262545482,0.812986239261809,0.37472057366110695,0.008277506224145794,1.0,10
