site_id,soil,year,weight_yield_proxy,weight_water,weight_cost,weight_risk,dry_yield_t_ha,irrigation_mm,n_decision_steps,action_modified_rate,scalar_return,run,timesteps
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.0,18.0059685625168,ppo_irrigation,600000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,13.401832574371927,40.0,44,0.045454545454545456,17.092419157138217,ppo_irrigation_v2,600000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,12.054692296568172,120.0,44,0.045454545454545456,15.46077817186454,ppo_irrigation_v2,600000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.09090909090909091,18.0059685625168,ppo_irrigation_v2,600000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.0,17.186104553335372,ppo_irrigation,650000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,7.917657633408157,0.0,44,0.0,15.798152851179164,ppo_irrigation,650000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.0,18.0059685625168,ppo_irrigation,650000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.06818181818181818,17.186104553335372,ppo_irrigation_v2,650000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,11.892362969686095,100.0,44,0.022727272727272728,15.59742860083302,ppo_irrigation_v2,650000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.13636363636363635,18.0059685625168,ppo_irrigation_v2,650000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.0,17.186104553335372,ppo_irrigation,700000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,7.917657633408157,0.0,44,0.022727272727272728,15.798152851179164,ppo_irrigation,700000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.0,18.0059685625168,ppo_irrigation,700000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,12.87971464764306,20.0,44,0.06818181818181818,17.1514247539331,ppo_irrigation_v2,700000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,11.85244338558482,100.0,44,0.022727272727272728,15.541771776704357,ppo_irrigation_v2,700000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.11363636363636363,18.0059685625168,ppo_irrigation_v2,700000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.0,17.186104553335372,ppo_irrigation,750000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,7.917657633408157,0.0,44,0.0,15.798152851179164,ppo_irrigation,750000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.0,18.0059685625168,ppo_irrigation,750000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,12.87971464764306,20.0,44,0.045454545454545456,17.1514247539331,ppo_irrigation_v2,750000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,11.451908872622342,60.0,44,0.022727272727272728,15.688052895783418,ppo_irrigation_v2,750000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.11363636363636363,18.0059685625168,ppo_irrigation_v2,750000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.0,17.186104553335372,ppo_irrigation,800000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,7.917657633408157,0.0,44,0.0,15.798152851179164,ppo_irrigation,800000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.0,18.0059685625168,ppo_irrigation,800000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,12.87971464764306,20.0,44,0.06818181818181818,17.1514247539331,ppo_irrigation_v2,800000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,11.451908872622342,60.0,44,0.022727272727272728,15.688052895783418,ppo_irrigation_v2,800000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.11363636363636363,18.0059685625168,ppo_irrigation_v2,800000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.0,17.186104553335372,ppo_irrigation,850000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,7.917657633408157,0.0,44,0.0,15.798152851179164,ppo_irrigation,850000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.0,18.0059685625168,ppo_irrigation,850000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,12.87971464764306,20.0,44,0.045454545454545456,17.1514247539331,ppo_irrigation_v2,850000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,11.578115030135695,80.0,44,0.022727272727272728,15.59401523495921,ppo_irrigation_v2,850000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.11363636363636363,18.0059685625168,ppo_irrigation_v2,850000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.0,17.186104553335372,ppo_irrigation,900000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,7.917657633408157,0.0,44,0.0,15.798152851179164,ppo_irrigation,900000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.0,18.0059685625168,ppo_irrigation,900000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.09090909090909091,17.186104553335372,ppo_irrigation_v2,900000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,11.743056418859743,80.0,44,0.022727272727272728,15.514563405278453,ppo_irrigation_v2,900000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.11363636363636363,18.0059685625168,ppo_irrigation_v2,900000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.0,17.186104553335372,ppo_irrigation,950000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,7.917657633408157,0.0,44,0.0,15.798152851179164,ppo_irrigation,950000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.0,18.0059685625168,ppo_irrigation,950000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.06818181818181818,17.186104553335372,ppo_irrigation_v2,950000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,11.95186150530259,80.0,44,0.022727272727272728,15.640552642301866,ppo_irrigation_v2,950000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.11363636363636363,18.0059685625168,ppo_irrigation_v2,950000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.0,17.186104553335372,ppo_irrigation,1000000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,7.917657633408157,0.0,44,0.0,15.798152851179164,ppo_irrigation,1000000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.0,18.0059685625168,ppo_irrigation,1000000
hebei_central,loam,2015,0.4,0.3,0.2,0.1,11.569865254446798,0.0,44,0.06818181818181818,17.186104553335372,ppo_irrigation_v2,1000000
ningxia_irrigation,loam,2015,0.4,0.3,0.2,0.1,12.027451829593726,80.0,44,0.022727272727272728,15.660277804066315,ppo_irrigation_v2,1000000
shaanxi_guanzhong,loam,2015,0.4,0.3,0.2,0.1,14.62971694126228,0.0,44,0.11363636363636363,18.0059685625168,ppo_irrigation_v2,1000000
