site_id,date,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration,shortwave_radiation_sum,wind_speed_10m_max,relative_humidity_2m_mean,wind_speed_10m_mean
hebei_central,1981-01-01,1.1,-7.5,0.0,1.73,10.21,21.2,25,13.7
hebei_central,1981-01-02,-0.6,-10.0,0.0,1.14,10.17,8.2,27,5.4
hebei_central,1981-01-03,-1.4,-10.7,0.0,1.0,10.04,8.0,35,4.9
hebei_central,1981-01-04,-0.2,-10.6,0.0,1.03,10.17,8.4,39,5.2
hebei_central,1981-01-05,0.7,-10.2,0.0,1.03,10.14,9.3,46,5.0
hebei_central,1981-01-06,3.9,-9.5,0.0,1.12,10.36,10.0,50,4.6
hebei_central,1981-01-07,4.7,-8.3,0.0,1.05,9.87,8.5,52,3.7
hebei_central,1981-01-08,8.0,-6.9,0.0,1.21,9.98,10.5,53,4.6
hebei_central,1981-01-09,6.2,-5.7,0.0,1.21,10.38,8.9,50,4.5
hebei_central,1981-01-10,4.8,-6.3,0.0,1.61,10.77,13.6,31,8.3
hebei_central,1981-01-11,9.4,-4.4,0.0,2.37,10.74,16.5,26,12.7
hebei_central,1981-01-12,9.6,-3.7,0.0,2.07,10.9,14.5,30,10.0
hebei_central,1981-01-13,5.0,-5.6,0.0,1.22,10.95,9.7,57,6.4
hebei_central,1981-01-14,1.2,-5.5,0.0,0.88,9.74,16.9,72,10.0
hebei_central,1981-01-15,1.0,-6.6,0.0,0.94,10.0,9.1,65,4.4
hebei_central,1981-01-16,2.9,-8.3,0.0,1.13,11.38,10.2,53,5.0
hebei_central,1981-01-17,1.8,-7.0,0.0,0.98,9.93,8.4,53,4.0
hebei_central,1981-01-18,1.7,-7.4,0.0,1.07,9.06,9.1,50,5.7
hebei_central,1981-01-19,1.2,-7.1,0.0,0.85,8.8,9.2,60,4.8
hebei_central,1981-01-20,0.3,-8.0,0.0,0.73,7.05,8.1,64,4.6
hebei_central,1981-01-21,0.2,-7.1,0.0,0.98,8.74,8.4,52,5.5
hebei_central,1981-01-22,0.4,-7.2,0.0,1.02,9.4,9.4,39,4.3
hebei_central,1981-01-23,-0.6,-5.5,0.9,0.59,6.19,6.4,70,3.4
hebei_central,1981-01-24,-0.3,-6.2,0.0,0.96,8.6,8.4,54,5.7
hebei_central,1981-01-25,-2.3,-8.6,0.0,1.15,10.8,9.2,35,6.3
hebei_central,1981-01-26,-0.4,-11.8,0.0,1.35,12.62,9.7,29,6.3
hebei_central,1981-01-27,1.4,-11.6,0.0,1.36,12.68,10.2,31,5.6
hebei_central,1981-01-28,2.9,-9.7,0.0,1.32,12.81,10.4,42,4.1
hebei_central,1981-01-29,1.5,-9.7,0.0,1.16,11.88,10.0,50,4.9
hebei_central,1981-01-30,3.4,-9.2,0.0,1.22,12.74,10.5,61,3.9
hebei_central,1981-01-31,6.8,-6.1,0.0,1.4,12.03,8.7,58,3.9
hebei_central,1981-02-01,8.1,-5.8,0.0,2.03,13.53,11.5,29,7.4
hebei_central,1981-02-02,6.2,-5.1,0.0,1.98,13.01,13.0,32,8.8
hebei_central,1981-02-03,1.5,-7.1,0.0,1.52,13.66,10.2,34,6.7
hebei_central,1981-02-04,2.9,-6.1,0.0,1.26,11.7,7.7,39,3.6
hebei_central,1981-02-05,6.6,-6.9,0.0,1.37,11.89,10.2,58,4.5
hebei_central,1981-02-06,5.5,-6.1,0.0,1.48,13.62,9.4,64,5.9
hebei_central,1981-02-07,11.5,-6.4,0.0,1.95,13.51,12.4,49,6.2
hebei_central,1981-02-08,10.1,-0.8,0.0,2.87,13.81,25.5,29,14.7
hebei_central,1981-02-09,7.8,-5.1,0.0,2.2,14.55,16.1,35,10.0
hebei_central,1981-02-10,11.7,-2.6,0.0,2.82,14.65,17.0,25,11.2
hebei_central,1981-02-11,13.4,-4.8,0.0,2.54,14.76,12.8,33,7.9
hebei_central,1981-02-12,15.7,-2.7,0.0,2.68,14.21,14.2,42,9.5
hebei_central,1981-02-13,9.6,-3.8,0.0,1.88,14.05,9.8,52,6.6
hebei_central,1981-02-14,9.1,-2.7,0.0,1.34,8.83,10.4,60,6.9
hebei_central,1981-02-15,7.5,-3.8,0.0,1.7,11.54,11.8,53,6.3
hebei_central,1981-02-16,4.6,-3.9,0.0,1.89,14.38,9.4,37,7.2
hebei_central,1981-02-17,7.4,-5.3,0.0,1.87,15.34,12.4,49,7.9
hebei_central,1981-02-18,7.6,-4.2,0.0,1.94,15.16,10.8,55,8.2
hebei_central,1981-02-19,0.6,-3.7,1.5,0.8,6.1,6.5,61,4.3
hebei_central,1981-02-20,6.0,-6.1,0.0,2.01,16.52,15.0,47,6.7
hebei_central,1981-02-21,8.1,-6.4,0.0,1.89,16.03,10.3,51,5.0
hebei_central,1981-02-22,4.6,-4.0,0.0,1.1,8.67,13.6,69,8.4
hebei_central,1981-02-23,6.1,-1.7,0.2,1.6,10.69,10.9,57,7.6
hebei_central,1981-02-24,2.7,-7.2,0.0,2.28,17.05,26.0,19,12.7
hebei_central,1981-02-25,0.5,-9.3,0.0,1.99,17.5,27.7,19,13.6
hebei_central,1981-02-26,-0.8,-11.0,0.0,1.8,17.9,12.2,25,8.7
hebei_central,1981-02-27,4.6,-6.5,0.0,1.85,15.84,12.7,34,6.3
hebei_central,1981-02-28,4.0,-6.8,0.0,1.44,11.84,9.7,47,5.2
hebei_central,1981-03-01,7.7,-4.9,0.0,2.11,17.54,12.7,55,6.7
hebei_central,1981-03-02,7.7,-4.4,0.0,1.56,11.57,14.3,68,8.1
hebei_central,1981-03-03,15.1,-3.8,0.0,2.57,17.13,10.5,62,5.5
hebei_central,1981-03-04,13.5,-4.4,0.0,2.91,18.45,12.0,39,7.4
hebei_central,1981-03-05,11.4,-4.4,0.0,2.83,18.5,12.0,32,7.4
hebei_central,1981-03-06,15.4,-5.8,0.0,4.17,19.2,25.2,22,13.9
hebei_central,1981-03-07,13.3,-1.2,0.0,3.55,18.07,23.3,30,14.3
hebei_central,1981-03-08,6.5,-5.0,0.0,2.22,19.04,13.6,46,7.1
hebei_central,1981-03-09,14.0,-5.1,0.0,3.33,19.18,18.5,43,10.2
hebei_central,1981-03-10,16.2,-3.3,0.0,3.04,19.36,9.2,43,5.6
hebei_central,1981-03-11,18.6,-1.7,0.0,3.39,19.13,13.9,52,8.1
hebei_central,1981-03-12,20.5,1.1,0.0,3.57,18.91,15.4,52,8.0
hebei_central,1981-03-13,20.2,3.3,0.1,2.92,14.51,16.8,51,5.8
hebei_central,1981-03-14,17.9,5.6,0.0,4.67,20.21,23.1,20,13.7
hebei_central,1981-03-15,19.5,-0.3,0.0,3.86,20.4,11.2,30,6.6
hebei_central,1981-03-16,22.3,0.4,0.0,4.15,20.62,10.5,30,6.3
hebei_central,1981-03-17,23.0,2.7,0.0,3.89,18.57,11.1,34,6.4
hebei_central,1981-03-18,24.2,4.7,0.1,4.23,18.93,16.3,43,8.8
hebei_central,1981-03-19,23.9,5.9,0.2,3.72,17.97,10.7,45,6.3
hebei_central,1981-03-20,14.6,6.4,1.8,2.7,14.39,19.6,52,10.0
hebei_central,1981-03-21,23.5,3.0,0.0,3.76,20.49,12.9,59,6.2
hebei_central,1981-03-22,15.6,8.7,0.0,2.87,13.35,18.8,55,13.1
hebei_central,1981-03-23,14.2,7.0,4.6,2.82,11.15,15.4,48,12.6
hebei_central,1981-03-24,18.7,3.8,0.9,3.7,17.39,24.0,53,10.6
hebei_central,1981-03-25,15.7,6.4,0.0,5.23,20.98,34.7,20,22.3
hebei_central,1981-03-26,14.6,1.3,0.0,3.67,21.95,17.9,36,8.3
hebei_central,1981-03-27,17.6,2.2,0.0,3.42,20.74,10.1,45,5.1
hebei_central,1981-03-28,18.4,2.5,0.0,3.27,17.9,11.9,54,6.2
hebei_central,1981-03-29,15.3,6.0,0.1,3.18,18.58,14.6,52,9.5
hebei_central,1981-03-30,18.0,5.0,0.0,3.74,18.51,23.5,52,12.5
hebei_central,1981-03-31,13.2,7.0,0.0,1.84,9.31,16.2,64,8.2
hebei_central,1981-04-01,13.8,4.9,0.4,1.63,8.53,13.6,65,7.2
hebei_central,1981-04-02,19.0,0.5,0.0,4.05,21.52,17.7,55,9.8
hebei_central,1981-04-03,18.2,5.5,0.0,3.52,17.19,16.3,50,9.4
hebei_central,1981-04-04,20.5,8.3,0.0,4.26,20.83,14.2,46,10.3
hebei_central,1981-04-05,25.3,5.6,0.0,4.13,21.75,9.1,48,5.2
hebei_central,1981-04-06,24.7,7.9,0.0,4.52,21.9,14.8,53,8.2
hebei_central,1981-04-07,23.6,10.0,0.0,4.46,20.12,16.3,45,8.5
hebei_central,1981-04-08,17.6,11.5,0.0,2.97,8.52,17.1,46,11.8
hebei_central,1981-04-09,25.2,6.2,0.0,4.6,22.56,15.2,54,7.7
hebei_central,1981-04-10,24.4,9.2,0.0,3.55,16.18,11.2,56,6.6
hebei_central,1981-04-11,20.9,10.7,1.1,4.08,18.85,15.3,51,11.3
hebei_central,1981-04-12,18.5,6.2,0.2,3.84,21.55,11.9,42,7.4
hebei_central,1981-04-13,20.5,4.3,5.0,3.89,17.64,17.4,47,8.9
hebei_central,1981-04-14,15.3,8.3,9.4,1.7,9.09,11.1,75,7.0
hebei_central,1981-04-15,20.2,5.9,0.8,3.39,20.67,10.2,68,5.3
hebei_central,1981-04-16,23.2,5.1,0.0,4.36,23.59,9.7,57,5.1
hebei_central,1981-04-17,26.5,9.2,0.0,4.87,21.07,14.2,49,8.8
hebei_central,1981-04-18,24.8,13.1,0.0,6.61,24.94,28.1,27,14.2
hebei_central,1981-04-19,22.1,5.9,0.0,5.13,25.24,13.2,25,6.8
hebei_central,1981-04-20,24.5,8.3,0.0,4.7,20.28,11.5,34,7.2
hebei_central,1981-04-21,26.2,10.0,0.0,5.17,25.07,12.1,39,6.0
hebei_central,1981-04-22,31.2,10.3,0.0,7.09,25.37,17.7,29,11.6
hebei_central,1981-04-23,23.8,13.8,0.0,5.6,16.56,26.1,27,14.5
hebei_central,1981-04-24,24.0,9.4,0.0,6.4,26.16,20.3,16,11.4
hebei_central,1981-04-25,29.9,9.2,0.0,6.61,26.25,11.9,20,9.2
hebei_central,1981-04-26,32.0,11.7,0.0,6.52,25.49,11.6,20,8.2
hebei_central,1981-04-27,30.2,12.3,0.3,6.05,24.65,20.0,34,8.3
hebei_central,1981-04-28,25.7,11.4,0.0,6.43,25.43,29.2,36,13.4
hebei_central,1981-04-29,27.8,12.6,0.0,6.71,26.52,14.9,20,10.5
hebei_central,1981-04-30,32.6,12.0,0.0,7.69,25.01,21.8,26,12.9
hebei_central,1981-05-01,30.6,20.9,0.0,6.22,21.3,20.8,33,10.2
hebei_central,1981-05-02,20.5,11.5,0.0,7.47,24.67,38.4,11,25.6
hebei_central,1981-05-03,23.7,11.6,0.0,8.11,25.47,34.6,11,23.1
hebei_central,1981-05-04,29.1,10.9,0.0,7.36,26.46,20.2,15,12.4
hebei_central,1981-05-05,31.3,12.4,0.0,7.95,27.34,22.2,15,12.6
hebei_central,1981-05-06,33.8,17.2,0.0,6.58,24.05,13.2,17,7.5
hebei_central,1981-05-07,35.2,13.5,0.0,6.51,25.99,12.8,33,6.9
hebei_central,1981-05-08,33.8,18.2,0.0,7.51,25.11,21.6,40,13.8
hebei_central,1981-05-09,18.9,11.1,5.6,2.42,8.66,13.4,58,8.7
hebei_central,1981-05-10,27.5,10.8,0.0,6.82,26.6,28.2,43,15.0
hebei_central,1981-05-11,24.8,10.6,0.0,6.78,28.13,20.6,17,12.7
hebei_central,1981-05-12,27.7,7.5,0.0,6.34,27.42,14.0,28,8.2
hebei_central,1981-05-13,30.7,10.9,0.0,6.8,22.09,19.4,31,11.8
hebei_central,1981-05-14,27.3,17.5,0.0,6.18,25.05,16.6,35,9.3
hebei_central,1981-05-15,23.7,13.8,3.1,4.53,20.94,14.4,46,7.2
hebei_central,1981-05-16,26.8,9.9,0.0,5.95,26.89,16.6,40,8.0
hebei_central,1981-05-17,19.7,11.3,4.5,3.02,15.74,20.2,64,10.2
hebei_central,1981-05-18,25.6,9.5,0.0,4.98,24.0,13.0,49,7.7
hebei_central,1981-05-19,28.8,11.1,0.0,5.73,26.73,9.3,40,6.0
hebei_central,1981-05-20,29.8,12.7,0.4,5.61,25.6,17.5,46,6.1
hebei_central,1981-05-21,31.3,13.0,0.5,5.41,24.31,17.8,52,6.3
hebei_central,1981-05-22,32.1,14.1,0.0,5.94,25.92,13.0,47,6.4
hebei_central,1981-05-23,33.8,15.5,0.0,6.96,27.21,12.6,37,8.6
hebei_central,1981-05-24,36.6,16.9,0.0,7.53,26.83,13.5,31,9.4
hebei_central,1981-05-25,35.2,18.5,0.0,6.58,26.0,12.9,35,6.7
hebei_central,1981-05-26,34.8,18.8,10.0,5.69,24.47,16.4,52,6.5
hebei_central,1981-05-27,30.4,17.3,0.0,7.2,27.63,28.9,47,13.5
hebei_central,1981-05-28,31.3,13.7,0.0,6.74,27.86,13.8,28,7.8
hebei_central,1981-05-29,34.6,16.5,0.0,7.0,27.61,9.8,25,7.5
hebei_central,1981-05-30,30.5,16.4,0.0,7.01,28.19,17.3,29,9.6
hebei_central,1981-05-31,26.5,14.4,0.0,4.63,20.91,11.0,45,6.1
hebei_central,1981-06-01,19.3,13.5,10.5,1.74,6.21,14.4,73,9.4
hebei_central,1981-06-02,22.7,13.6,7.3,3.57,18.91,15.2,74,6.6
hebei_central,1981-06-03,32.6,12.5,0.0,5.91,27.48,8.5,57,7.0
hebei_central,1981-06-04,32.2,15.9,0.2,5.76,27.12,8.4,52,4.6
hebei_central,1981-06-05,35.9,16.4,0.0,7.29,27.44,15.2,40,9.3
hebei_central,1981-06-06,37.9,19.4,1.0,7.74,27.04,16.8,32,9.8
hebei_central,1981-06-07,36.7,20.6,0.0,8.81,25.17,22.0,30,15.0
hebei_central,1981-06-08,28.8,21.5,0.0,4.54,12.21,23.5,49,13.0
hebei_central,1981-06-09,26.0,19.8,2.0,3.35,14.64,13.9,70,7.7
hebei_central,1981-06-10,26.7,17.1,0.0,4.21,17.47,17.0,63,11.6
hebei_central,1981-06-11,28.4,16.2,0.0,4.56,21.34,10.8,58,6.3
hebei_central,1981-06-12,36.3,17.1,0.0,7.13,27.68,12.1,43,8.7
hebei_central,1981-06-13,34.3,19.7,0.0,6.24,27.39,10.5,48,5.7
hebei_central,1981-06-14,37.9,21.5,0.0,6.92,26.65,10.8,45,7.2
hebei_central,1981-06-15,36.6,24.2,0.0,6.61,24.38,11.5,46,8.5
hebei_central,1981-06-16,33.6,25.3,0.0,3.77,11.54,13.4,50,6.6
hebei_central,1981-06-17,27.1,23.0,0.0,3.17,10.27,14.4,64,10.0
hebei_central,1981-06-18,24.5,20.9,14.6,1.72,7.79,6.4,83,3.9
hebei_central,1981-06-19,26.4,20.4,10.8,1.83,8.3,6.2,88,3.8
hebei_central,1981-06-20,22.3,20.7,59.9,0.65,2.28,13.7,95,7.1
hebei_central,1981-06-21,30.7,18.4,0.6,5.59,26.32,13.9,71,8.0
hebei_central,1981-06-22,30.7,19.3,0.0,5.91,26.39,11.2,52,7.2
hebei_central,1981-06-23,32.7,17.1,0.0,5.93,26.02,10.7,59,7.2
hebei_central,1981-06-24,31.5,20.2,0.0,6.24,25.7,22.8,63,13.4
hebei_central,1981-06-25,30.8,18.5,0.0,5.9,26.7,21.9,70,12.3
hebei_central,1981-06-26,33.2,20.7,0.0,4.96,22.82,11.8,74,5.8
hebei_central,1981-06-27,32.3,20.7,0.0,6.34,27.9,10.9,52,7.5
hebei_central,1981-06-28,34.2,18.2,0.0,7.05,27.47,16.6,46,9.4
hebei_central,1981-06-29,35.0,22.1,0.0,8.55,27.44,24.1,42,16.9
hebei_central,1981-06-30,32.4,23.2,0.0,5.62,20.29,16.8,56,11.4
hebei_central,1981-07-01,31.7,20.8,0.0,5.74,24.61,10.9,57,8.1
hebei_central,1981-07-02,33.9,22.1,0.2,6.32,25.77,15.6,59,8.6
hebei_central,1981-07-03,28.5,24.3,21.8,2.14,9.06,7.7,79,3.4
hebei_central,1981-07-04,31.9,23.9,29.1,4.0,18.66,9.8,83,4.9
hebei_central,1981-07-05,31.7,24.6,0.0,4.18,18.84,12.5,79,6.0
hebei_central,1981-07-06,33.2,21.8,0.0,5.69,25.9,10.7,73,6.2
hebei_central,1981-07-07,25.7,23.5,18.1,1.24,5.22,11.2,90,5.3
hebei_central,1981-07-08,31.6,22.8,0.3,5.45,24.34,18.7,71,9.1
hebei_central,1981-07-09,32.8,19.9,0.0,5.72,27.22,7.7,59,4.6
hebei_central,1981-07-10,32.1,18.4,0.0,6.14,28.09,10.0,64,7.2
hebei_central,1981-07-11,32.1,19.2,0.0,5.46,24.32,13.2,66,6.8
hebei_central,1981-07-12,32.0,22.0,0.0,6.48,28.31,16.5,64,9.6
hebei_central,1981-07-13,31.8,22.3,0.9,5.32,21.54,21.7,67,12.1
hebei_central,1981-07-14,28.3,23.7,6.3,2.12,8.37,13.3,76,5.3
hebei_central,1981-07-15,24.1,20.6,11.3,1.03,3.5,9.0,86,4.8
hebei_central,1981-07-16,28.4,18.7,2.6,3.89,19.17,6.0,77,3.5
hebei_central,1981-07-17,29.9,22.0,1.0,3.88,18.68,11.5,80,5.7
hebei_central,1981-07-18,32.3,22.7,9.7,4.26,20.08,12.0,86,5.6
hebei_central,1981-07-19,32.1,24.7,0.8,3.43,15.0,13.2,85,7.1
hebei_central,1981-07-20,34.2,24.9,0.0,5.35,23.39,15.5,79,8.0
hebei_central,1981-07-21,35.0,25.2,0.0,6.01,25.77,15.4,75,9.5
hebei_central,1981-07-22,35.5,25.6,0.8,5.91,25.39,14.6,74,8.7
hebei_central,1981-07-23,35.1,25.8,0.0,5.78,24.96,15.5,73,6.8
hebei_central,1981-07-24,33.4,24.6,16.6,3.99,17.74,12.3,82,6.8
hebei_central,1981-07-25,30.5,23.3,7.4,3.88,17.72,12.6,82,9.3
hebei_central,1981-07-26,29.4,23.2,6.0,3.37,15.46,13.4,80,6.9
hebei_central,1981-07-27,31.6,23.9,1.5,4.23,20.19,6.6,81,3.4
hebei_central,1981-07-28,32.6,24.2,0.8,4.7,22.22,6.4,80,3.7
hebei_central,1981-07-29,32.7,26.3,0.5,3.68,16.75,7.8,80,3.6
hebei_central,1981-07-30,32.7,25.4,0.2,4.59,20.28,10.4,76,5.5
hebei_central,1981-07-31,31.8,23.2,0.2,4.34,20.05,9.4,75,5.8
hebei_central,1981-08-01,33.1,24.5,0.4,4.71,20.79,13.7,76,7.6
hebei_central,1981-08-02,35.6,26.6,0.0,6.22,24.27,17.4,69,12.2
hebei_central,1981-08-03,32.2,21.6,3.9,2.95,12.16,22.1,79,9.4
hebei_central,1981-08-04,24.0,21.6,17.3,1.14,4.13,7.6,85,5.6
hebei_central,1981-08-05,25.8,21.4,0.0,2.82,10.93,19.2,77,10.1
hebei_central,1981-08-06,22.8,19.0,4.3,1.63,7.03,9.0,81,6.6
hebei_central,1981-08-07,32.5,17.7,0.0,5.08,25.32,8.7,80,5.7
hebei_central,1981-08-08,34.0,19.5,0.0,5.36,25.24,9.0,68,4.9
hebei_central,1981-08-09,29.2,21.6,2.2,3.01,13.81,8.0,77,4.9
hebei_central,1981-08-10,31.4,19.3,5.6,4.88,24.11,10.5,76,5.7
hebei_central,1981-08-11,30.0,20.0,0.1,4.81,22.97,9.0,74,6.3
hebei_central,1981-08-12,29.6,19.4,5.7,4.28,21.13,12.8,81,4.9
hebei_central,1981-08-13,29.1,20.0,0.2,3.07,14.42,9.2,83,5.4
hebei_central,1981-08-14,30.5,21.3,0.0,5.22,22.01,21.8,72,13.5
hebei_central,1981-08-15,26.8,23.2,76.8,1.51,6.08,14.6,86,7.2
hebei_central,1981-08-16,27.8,22.0,24.0,1.74,7.15,16.8,88,11.8
hebei_central,1981-08-17,32.3,19.6,0.0,4.77,23.01,7.6,79,4.2
hebei_central,1981-08-18,30.1,21.0,0.2,3.08,14.08,7.7,82,5.2
hebei_central,1981-08-19,27.7,21.7,0.0,4.13,20.06,10.7,76,7.3
hebei_central,1981-08-20,28.9,21.2,0.0,4.04,20.13,7.2,83,4.1
hebei_central,1981-08-21,31.5,20.0,0.0,3.91,18.48,7.0,78,4.3
hebei_central,1981-08-22,31.7,19.2,0.0,4.76,23.06,5.9,74,3.9
hebei_central,1981-08-23,30.6,21.0,0.0,4.01,17.75,13.8,75,6.6
hebei_central,1981-08-24,25.1,20.3,0.0,3.14,14.25,10.9,73,8.2
hebei_central,1981-08-25,28.4,19.3,0.0,5.14,22.09,19.6,62,9.5
hebei_central,1981-08-26,30.6,16.0,0.0,5.32,24.14,10.2,54,7.5
hebei_central,1981-08-27,31.0,16.5,0.2,4.7,22.16,13.9,67,5.4
hebei_central,1981-08-28,30.0,19.8,0.0,4.44,19.74,15.9,72,9.8
hebei_central,1981-08-29,31.0,20.6,0.2,3.91,18.47,8.0,74,4.5
hebei_central,1981-08-30,31.6,18.7,0.0,4.3,20.14,9.2,77,4.8
hebei_central,1981-08-31,30.1,21.1,0.0,2.9,13.32,6.5,79,3.7
hebei_central,1981-09-01,27.5,21.7,2.1,2.92,13.29,16.1,78,9.7
hebei_central,1981-09-02,26.8,17.9,0.0,3.28,14.19,10.8,68,6.5
hebei_central,1981-09-03,29.9,18.8,0.0,4.3,19.36,11.0,66,6.1
hebei_central,1981-09-04,28.4,17.8,0.0,3.46,16.1,7.7,66,4.9
hebei_central,1981-09-05,30.2,16.3,0.0,4.02,17.24,9.4,65,6.5
hebei_central,1981-09-06,29.5,18.3,0.0,4.12,18.24,9.5,61,6.0
hebei_central,1981-09-07,26.0,18.6,0.0,1.84,7.12,9.3,70,5.2
hebei_central,1981-09-08,29.6,16.7,0.0,5.55,21.7,19.0,50,11.3
hebei_central,1981-09-09,23.2,16.8,0.0,3.47,15.26,18.1,56,7.2
hebei_central,1981-09-10,26.8,13.4,0.0,4.27,20.95,13.8,67,7.1
hebei_central,1981-09-11,27.6,14.7,0.0,4.42,19.3,12.9,56,8.1
hebei_central,1981-09-12,24.9,14.7,0.0,3.91,18.89,9.4,51,5.5
hebei_central,1981-09-13,26.6,14.6,0.0,3.85,18.13,9.0,58,5.6
hebei_central,1981-09-14,27.0,14.6,0.7,3.85,18.91,15.8,70,6.7
hebei_central,1981-09-15,26.5,13.7,0.0,3.74,19.62,8.0,72,4.8
hebei_central,1981-09-16,30.6,14.3,0.7,4.57,20.42,15.7,66,7.7
hebei_central,1981-09-17,29.3,15.6,3.2,4.05,19.91,11.9,69,6.1
hebei_central,1981-09-18,28.9,14.8,0.0,3.91,19.89,7.7,72,4.7
hebei_central,1981-09-19,29.4,15.0,0.0,3.92,19.57,11.4,71,5.5
hebei_central,1981-09-20,31.8,16.9,0.2,4.18,19.17,10.3,69,5.9
hebei_central,1981-09-21,31.0,17.0,0.0,4.31,19.13,13.4,68,6.8
hebei_central,1981-09-22,30.0,19.9,0.1,4.08,17.01,11.2,60,5.9
hebei_central,1981-09-23,27.2,19.4,0.2,2.24,9.14,8.0,63,4.3
hebei_central,1981-09-24,30.2,15.6,0.0,4.18,19.91,8.6,59,5.9
hebei_central,1981-09-25,32.1,15.2,0.0,5.24,19.95,15.1,49,9.4
hebei_central,1981-09-26,31.3,15.9,0.0,4.83,18.46,12.6,50,9.0
hebei_central,1981-09-27,22.2,10.7,3.6,1.41,4.5,28.4,69,10.5
hebei_central,1981-09-28,15.0,9.5,0.9,1.3,4.83,9.2,63,4.8
hebei_central,1981-09-29,19.3,6.8,0.0,2.42,13.1,12.2,68,6.4
hebei_central,1981-09-30,26.9,8.8,0.0,3.52,17.36,9.3,64,5.8
hebei_central,1981-10-01,23.1,13.3,0.0,3.72,19.19,7.9,35,4.6
hebei_central,1981-10-02,21.8,7.9,0.0,2.95,14.79,8.4,53,5.3
hebei_central,1981-10-03,21.6,11.2,0.0,2.57,12.98,6.7,53,4.7
hebei_central,1981-10-04,23.6,12.3,0.0,3.42,15.25,13.8,55,8.2
hebei_central,1981-10-05,24.0,9.8,0.0,4.11,17.64,10.5,39,8.4
hebei_central,1981-10-06,26.5,9.9,0.0,3.72,17.97,10.6,51,6.3
hebei_central,1981-10-07,25.8,10.5,0.5,3.83,15.6,21.3,57,9.2
hebei_central,1981-10-08,13.7,7.6,0.0,5.18,17.2,31.0,16,23.2
hebei_central,1981-10-09,21.0,8.4,0.0,4.82,17.99,19.2,24,14.0
hebei_central,1981-10-10,22.1,5.3,0.0,3.59,18.01,10.2,38,7.0
hebei_central,1981-10-11,23.5,6.0,0.0,3.52,17.54,10.9,46,6.8
hebei_central,1981-10-12,24.1,10.5,0.0,3.31,13.16,15.9,49,8.3
hebei_central,1981-10-13,17.0,9.9,0.0,3.39,16.49,13.0,38,8.5
hebei_central,1981-10-14,19.9,9.0,0.0,2.84,15.26,10.4,48,5.3
hebei_central,1981-10-15,23.4,6.8,0.0,3.09,16.12,11.9,60,6.0
hebei_central,1981-10-16,24.4,8.9,0.1,2.6,13.29,7.4,62,4.7
hebei_central,1981-10-17,21.2,12.7,0.2,2.31,10.32,14.3,67,7.6
hebei_central,1981-10-18,17.7,9.0,0.0,1.44,7.11,11.2,78,5.1
hebei_central,1981-10-19,19.1,11.3,0.0,2.19,11.98,8.2,65,5.1
hebei_central,1981-10-20,18.4,9.7,5.9,1.71,9.09,6.4,65,3.9
hebei_central,1981-10-21,17.5,9.0,1.6,2.6,8.64,24.7,60,10.8
hebei_central,1981-10-22,11.2,3.0,0.0,3.75,15.66,27.9,22,19.1
hebei_central,1981-10-23,14.3,2.3,0.0,3.78,15.37,25.4,26,16.7
hebei_central,1981-10-24,16.2,3.8,0.0,3.64,15.27,20.4,28,12.2
hebei_central,1981-10-25,16.9,0.2,0.0,2.5,14.98,9.4,46,5.2
hebei_central,1981-10-26,19.3,1.2,0.0,2.53,12.93,12.0,51,7.0
hebei_central,1981-10-27,16.4,5.5,0.0,1.75,6.43,10.3,43,5.7
hebei_central,1981-10-28,16.6,7.9,0.0,3.63,14.55,19.9,28,12.2
hebei_central,1981-10-29,19.4,1.8,0.0,2.87,13.98,13.6,45,7.6
hebei_central,1981-10-30,20.9,5.3,0.0,3.45,13.85,19.9,44,10.9
hebei_central,1981-10-31,10.3,3.8,0.0,2.41,13.93,9.4,27,6.8
hebei_central,1981-11-01,9.8,1.7,3.6,1.09,6.89,6.9,57,3.6
hebei_central,1981-11-02,15.1,0.1,0.0,2.7,13.41,25.5,55,11.4
hebei_central,1981-11-03,10.4,2.5,0.0,1.95,12.61,8.7,43,5.4
hebei_central,1981-11-04,9.0,1.2,0.0,1.47,8.68,11.0,46,5.3
hebei_central,1981-11-05,8.7,2.7,0.0,1.3,7.55,10.8,55,5.2
hebei_central,1981-11-06,6.6,1.3,0.0,1.95,12.06,11.2,33,6.8
hebei_central,1981-11-07,6.6,-3.1,0.0,1.61,12.83,10.7,44,5.1
hebei_central,1981-11-08,9.1,-2.5,0.0,2.32,12.68,16.1,31,10.3
hebei_central,1981-11-09,11.9,-2.2,0.0,2.25,12.42,12.3,40,9.4
hebei_central,1981-11-10,13.8,-2.6,0.0,2.02,12.22,9.0,47,6.7
hebei_central,1981-11-11,14.2,-2.9,0.0,1.83,12.04,11.4,60,5.6
hebei_central,1981-11-12,17.1,-1.6,0.0,1.92,11.87,9.2,58,6.0
hebei_central,1981-11-13,12.8,-0.9,0.0,1.67,11.74,8.2,61,5.5
hebei_central,1981-11-14,12.5,-1.9,0.1,1.17,7.3,6.7,70,3.9
hebei_central,1981-11-15,16.8,4.8,0.0,2.66,11.58,15.7,43,10.6
hebei_central,1981-11-16,5.0,-1.2,0.0,1.16,8.95,21.1,65,9.9
hebei_central,1981-11-17,7.1,-4.2,0.0,1.32,11.09,12.6,68,7.7
