site_id,date,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration,shortwave_radiation_sum,wind_speed_10m_max,relative_humidity_2m_mean,wind_speed_10m_mean
beijing_plain,1981-05-03,18.8,9.5,0.0,6.63,25.9,37.9,15,22.8
beijing_plain,1981-05-04,26.8,7.7,0.0,6.39,23.26,18.7,20,11.6
beijing_plain,1981-05-05,29.4,12.1,0.0,6.86,23.66,19.5,18,11.5
beijing_plain,1981-05-06,31.1,12.3,0.0,5.81,22.82,10.9,28,8.3
beijing_plain,1981-05-07,32.4,13.9,0.0,5.44,21.79,11.4,43,7.8
beijing_plain,1981-05-08,28.6,17.6,0.0,5.58,14.37,27.9,40,14.5
beijing_plain,1981-05-09,23.3,14.1,0.4,5.07,15.6,20.4,34,13.8
beijing_plain,1981-05-10,22.8,11.2,0.0,7.1,26.55,38.8,35,22.5
beijing_plain,1981-05-11,23.3,11.9,0.0,7.76,27.57,33.7,12,20.7
beijing_plain,1981-05-12,29.0,8.2,0.0,7.35,27.33,21.7,14,11.1
beijing_plain,1981-05-13,32.1,14.8,0.0,8.01,22.28,19.8,20,14.6
beijing_plain,1981-05-14,28.2,19.3,0.0,6.96,18.78,21.0,25,14.8
beijing_plain,1981-05-15,23.5,14.9,3.0,4.4,18.55,22.1,53,9.7
beijing_plain,1981-05-16,22.8,13.1,0.0,4.93,21.02,15.6,46,13.1
beijing_plain,1981-05-17,18.2,10.7,3.6,2.29,10.7,12.5,66,7.7
beijing_plain,1981-05-18,26.4,9.2,0.0,5.15,22.04,17.8,46,9.9
beijing_plain,1981-05-19,28.6,10.6,0.6,5.32,24.76,12.2,44,6.4
beijing_plain,1981-05-20,30.3,12.0,0.3,5.63,25.18,14.1,44,6.2
beijing_plain,1981-05-21,32.3,13.8,0.0,5.96,26.5,8.2,37,5.2
beijing_plain,1981-05-22,34.7,14.8,0.0,6.34,26.81,15.1,31,5.5
beijing_plain,1981-05-23,36.8,17.9,0.0,8.4,27.11,21.9,22,10.9
beijing_plain,1981-05-24,33.4,21.2,0.0,8.81,26.05,21.4,25,15.8
beijing_plain,1981-05-25,33.9,18.0,0.0,6.06,23.52,12.0,29,6.4
beijing_plain,1981-05-26,33.9,17.8,3.9,5.04,18.58,14.7,52,8.9
beijing_plain,1981-05-27,26.0,17.3,3.4,4.48,17.86,29.2,58,12.3
beijing_plain,1981-05-28,32.1,11.9,0.0,7.16,26.01,17.8,31,10.3
beijing_plain,1981-05-29,32.8,17.2,0.0,7.88,26.54,19.2,25,12.0
beijing_plain,1981-05-30,29.0,14.7,0.0,7.1,27.03,26.6,37,14.5
beijing_plain,1981-05-31,28.8,13.5,0.0,6.2,26.63,13.4,35,7.9
beijing_plain,1981-06-01,30.6,16.5,0.0,7.3,23.25,30.0,31,15.3
beijing_plain,1981-06-02,27.4,14.4,0.4,5.94,24.54,17.6,47,10.7
beijing_plain,1981-06-03,32.7,14.8,0.7,5.56,22.93,13.4,50,8.6
beijing_plain,1981-06-04,34.0,17.6,0.2,6.75,25.71,17.1,42,8.7
beijing_plain,1981-06-05,37.7,17.7,0.2,8.06,25.01,22.9,33,11.0
beijing_plain,1981-06-06,40.0,23.1,0.0,8.56,27.72,18.5,19,9.9
beijing_plain,1981-06-07,39.0,25.2,0.0,10.65,24.67,24.7,18,18.0
beijing_plain,1981-06-08,35.5,25.7,0.0,7.38,17.19,19.7,29,13.8
beijing_plain,1981-06-09,28.1,20.1,0.3,6.27,22.02,23.0,42,12.6
beijing_plain,1981-06-10,26.5,17.8,0.0,3.78,13.16,13.8,56,10.1
beijing_plain,1981-06-11,32.0,15.9,0.0,6.35,26.76,21.6,51,7.7
beijing_plain,1981-06-12,35.2,21.8,0.0,7.32,24.49,21.3,34,11.6
beijing_plain,1981-06-13,34.0,22.3,0.0,7.17,24.67,18.6,41,12.0
beijing_plain,1981-06-14,36.1,21.0,0.0,7.5,26.8,19.6,44,12.1
beijing_plain,1981-06-15,31.4,21.9,0.4,3.7,13.2,10.7,53,6.5
beijing_plain,1981-06-16,36.1,22.0,0.1,6.89,22.31,20.2,40,10.3
beijing_plain,1981-06-17,29.1,21.6,2.2,4.22,14.75,18.2,63,12.0
beijing_plain,1981-06-18,27.4,21.3,1.2,2.3,8.28,9.8,71,6.7
