site_id,date,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration,shortwave_radiation_sum,wind_speed_10m_max,relative_humidity_2m_mean,wind_speed_10m_mean
beijing_plain,1990-05-27,31.5,16.4,0.0,6.22,26.77,15.7,50,8.0
beijing_plain,1990-05-28,31.0,19.5,1.2,4.61,18.3,21.0,68,10.1
beijing_plain,1990-05-29,28.2,18.0,5.1,4.34,20.98,15.0,76,8.7
beijing_plain,1990-05-30,21.2,15.4,21.1,1.5,7.33,14.8,89,10.6
beijing_plain,1990-05-31,22.0,14.6,11.9,2.61,11.08,12.5,73,10.3
beijing_plain,1990-06-01,29.8,13.0,0.0,5.99,26.57,17.1,55,8.2
beijing_plain,1990-06-02,30.2,16.7,0.0,6.22,27.1,17.3,52,9.7
beijing_plain,1990-06-03,31.3,15.0,0.0,6.38,24.97,28.7,59,14.3
beijing_plain,1990-06-04,27.9,19.4,0.0,6.82,28.17,25.3,42,12.4
beijing_plain,1990-06-05,30.2,13.6,0.0,6.2,27.16,16.2,52,10.1
beijing_plain,1990-06-06,28.5,16.4,3.0,4.7,16.62,29.6,64,15.0
beijing_plain,1990-06-07,22.0,15.9,3.7,2.19,9.81,10.8,76,6.3
beijing_plain,1990-06-08,26.5,15.0,0.5,4.98,25.72,10.3,67,4.7
beijing_plain,1990-06-09,28.2,14.7,0.0,6.4,25.28,19.4,45,12.5
beijing_plain,1990-06-10,31.6,13.2,0.0,7.13,27.23,18.4,41,11.4
beijing_plain,1990-06-11,30.6,18.5,0.0,6.12,26.35,14.5,50,8.1
beijing_plain,1990-06-12,33.3,17.2,0.6,7.17,26.44,22.2,53,12.7
beijing_plain,1990-06-13,31.0,17.5,23.7,5.6,25.32,18.4,64,7.4
beijing_plain,1990-06-14,30.6,17.1,0.0,5.21,24.08,12.2,57,5.3
beijing_plain,1990-06-15,33.5,16.1,0.0,6.48,27.44,16.3,53,6.7
beijing_plain,1990-06-16,35.6,20.6,0.0,8.48,25.53,24.1,38,15.7
beijing_plain,1990-06-17,31.2,22.4,0.0,5.78,17.12,17.6,49,14.5
beijing_plain,1990-06-18,32.7,21.3,0.0,5.59,21.94,17.4,59,7.7
beijing_plain,1990-06-19,35.0,22.9,0.0,6.64,24.48,18.9,51,9.7
beijing_plain,1990-06-20,30.6,22.3,0.3,6.29,21.68,23.8,54,17.1
beijing_plain,1990-06-21,32.0,20.8,0.6,4.59,20.31,12.5,67,8.5
beijing_plain,1990-06-22,26.1,19.2,7.6,3.75,17.81,12.1,70,7.8
beijing_plain,1990-06-23,31.2,15.8,0.0,6.18,26.44,20.1,63,10.5
beijing_plain,1990-06-24,31.4,20.5,0.5,3.86,15.66,11.6,72,8.5
beijing_plain,1990-06-25,28.6,21.6,3.3,2.31,9.39,12.0,83,8.1
beijing_plain,1990-06-26,31.3,20.8,0.0,5.28,21.54,19.9,69,10.1
beijing_plain,1990-06-27,32.0,21.8,18.0,4.86,20.76,17.7,73,9.4
beijing_plain,1990-06-28,28.6,19.7,10.3,3.95,18.3,12.4,78,8.1
beijing_plain,1990-06-29,27.8,19.8,15.6,2.83,12.92,11.0,83,7.3
beijing_plain,1990-06-30,24.7,20.6,1.9,1.46,5.49,14.2,86,9.7
beijing_plain,1990-07-01,24.1,21.1,3.4,1.47,6.31,13.5,88,6.8
beijing_plain,1990-07-02,24.9,20.0,0.7,2.07,9.29,8.8,84,6.2
beijing_plain,1990-07-03,29.9,19.2,0.0,4.02,18.24,11.9,74,7.2
beijing_plain,1990-07-04,29.9,21.2,18.0,3.21,13.45,21.3,80,9.6
beijing_plain,1990-07-05,32.5,20.5,0.0,5.14,24.39,8.8,79,5.5
beijing_plain,1990-07-06,30.8,23.0,49.8,2.18,9.9,15.0,90,7.6
beijing_plain,1990-07-07,30.4,20.2,35.5,4.54,18.06,27.3,71,17.5
beijing_plain,1990-07-08,32.4,19.4,0.0,6.27,26.44,14.2,60,10.2
beijing_plain,1990-07-09,33.2,19.9,0.0,5.79,26.64,9.5,68,6.0
beijing_plain,1990-07-10,31.2,22.4,0.0,4.32,19.71,10.1,79,6.9
beijing_plain,1990-07-11,29.8,22.6,5.8,2.77,13.26,8.5,87,6.4
beijing_plain,1990-07-12,31.9,21.7,0.0,3.37,15.26,6.8,82,5.2
beijing_plain,1990-07-13,26.7,23.9,25.7,0.95,4.26,9.5,94,5.9
beijing_plain,1990-07-14,30.7,23.8,0.0,3.04,13.02,13.7,85,8.0
beijing_plain,1990-07-15,28.8,23.0,2.8,2.06,9.14,13.7,89,8.7
beijing_plain,1990-07-16,31.6,21.7,0.0,4.27,19.83,13.2,81,6.7
beijing_plain,1990-07-17,28.4,21.3,15.4,2.42,11.44,18.3,87,8.6
beijing_plain,1990-07-18,24.8,21.6,11.2,1.36,6.38,12.6,91,8.3
beijing_plain,1990-07-19,27.1,21.7,2.7,3.51,16.67,15.6,80,9.5
beijing_plain,1990-07-20,27.6,22.1,0.8,2.92,14.34,11.8,85,6.3
beijing_plain,1990-07-21,29.1,21.7,1.4,2.99,14.54,13.4,88,6.2
beijing_plain,1990-07-22,29.8,23.3,1.7,3.36,16.19,10.5,86,6.6
beijing_plain,1990-07-23,32.3,22.8,0.2,4.32,19.54,11.7,80,6.3
beijing_plain,1990-07-24,34.9,24.6,5.0,5.11,23.62,15.3,79,4.9
beijing_plain,1990-07-25,26.4,22.5,5.8,2.27,8.15,14.8,75,8.9
beijing_plain,1990-07-26,25.1,21.0,4.6,1.95,7.22,12.9,78,7.8
beijing_plain,1990-07-27,29.5,19.5,8.7,4.81,24.17,12.8,79,5.9
beijing_plain,1990-07-28,31.2,22.0,0.1,3.63,17.01,8.9,83,5.2
beijing_plain,1990-07-29,27.6,23.7,13.3,1.54,7.13,12.2,92,8.2
beijing_plain,1990-07-30,29.8,23.6,0.9,3.52,15.86,15.2,85,8.2
beijing_plain,1990-07-31,31.3,25.2,10.1,3.23,14.89,12.5,87,8.7
beijing_plain,1990-08-01,30.8,22.1,23.4,3.13,14.76,15.4,89,9.4
beijing_plain,1990-08-02,27.5,21.6,8.2,2.81,13.21,8.0,79,5.6
beijing_plain,1990-08-03,30.5,19.7,0.0,4.84,23.88,8.9,81,4.8
beijing_plain,1990-08-04,30.6,20.9,0.0,3.82,17.95,9.0,83,6.1
beijing_plain,1990-08-05,31.8,22.8,0.0,3.81,17.24,13.0,80,8.8
beijing_plain,1990-08-06,29.8,24.4,2.1,2.76,13.12,12.0,86,5.7
beijing_plain,1990-08-07,30.2,24.4,11.7,2.8,13.28,11.0,90,6.3
beijing_plain,1990-08-08,28.1,20.1,0.0,3.2,12.56,16.6,72,8.5
beijing_plain,1990-08-09,29.4,18.1,0.0,4.73,23.59,9.2,80,5.3
beijing_plain,1990-08-10,28.2,19.2,0.1,3.26,15.97,9.7,81,5.3
beijing_plain,1990-08-11,28.1,22.3,16.0,1.67,7.82,11.3,91,6.6
beijing_plain,1990-08-12,30.4,22.5,13.7,2.98,14.04,9.5,85,4.9
beijing_plain,1990-08-13,28.0,22.0,5.7,2.21,9.28,13.3,81,7.4
beijing_plain,1990-08-14,31.2,20.8,0.0,4.48,21.72,9.2,78,4.6
beijing_plain,1990-08-15,28.9,21.5,1.8,2.75,13.31,6.5,86,4.2
beijing_plain,1990-08-16,29.4,21.1,0.6,4.18,20.02,11.3,80,5.1
beijing_plain,1990-08-17,29.4,19.9,0.0,4.21,20.42,8.9,79,5.3
beijing_plain,1990-08-18,28.7,21.3,0.0,4.05,19.26,12.3,76,7.8
beijing_plain,1990-08-19,31.0,20.5,0.0,4.85,23.03,14.5,78,7.2
beijing_plain,1990-08-20,31.4,22.0,0.0,4.2,20.2,8.9,80,5.6
beijing_plain,1990-08-21,30.6,20.9,3.3,4.17,20.28,8.8,81,4.8
beijing_plain,1990-08-22,29.8,19.2,0.0,4.84,21.93,20.4,70,9.6
beijing_plain,1990-08-23,30.7,18.0,0.0,5.06,24.0,8.4,64,6.5
beijing_plain,1990-08-24,31.7,21.5,0.0,4.43,21.05,8.2,75,5.1
beijing_plain,1990-08-25,31.7,22.1,0.1,4.64,21.18,13.8,76,8.4
beijing_plain,1990-08-26,23.6,20.3,18.2,1.2,3.85,16.9,85,10.2
beijing_plain,1990-08-27,24.1,20.4,60.7,0.83,2.83,13.9,92,12.1
beijing_plain,1990-08-28,27.0,22.5,19.7,1.28,6.12,17.6,95,10.8
beijing_plain,1990-08-29,30.9,21.5,0.0,4.17,20.03,10.5,83,4.7
beijing_plain,1990-08-30,31.5,21.0,0.6,4.56,21.99,12.6,81,6.4
beijing_plain,1990-08-31,30.1,20.1,1.0,3.96,19.84,8.6,81,4.8
beijing_plain,1990-09-01,30.8,18.1,0.0,4.45,21.86,9.5,75,6.0
beijing_plain,1990-09-02,27.9,19.9,0.0,2.8,13.26,9.8,83,6.0
beijing_plain,1990-09-03,22.2,17.6,94.8,0.6,1.7,17.3,92,9.2
beijing_plain,1990-09-04,24.4,16.6,0.0,2.72,13.94,7.0,79,5.1
beijing_plain,1990-09-05,25.4,18.7,1.8,2.36,11.89,10.0,86,5.7
beijing_plain,1990-09-06,27.3,19.0,1.2,2.97,15.03,12.8,84,8.0
beijing_plain,1990-09-07,27.7,19.7,0.4,2.54,11.86,13.0,85,7.5
beijing_plain,1990-09-08,22.4,16.8,15.5,1.48,6.73,19.2,85,7.3
beijing_plain,1990-09-09,24.9,15.9,0.0,2.28,11.18,8.0,80,5.1
beijing_plain,1990-09-10,26.2,14.3,0.0,3.48,18.08,10.1,76,5.5
beijing_plain,1990-09-11,28.3,15.1,0.0,3.94,20.47,8.9,79,4.5
beijing_plain,1990-09-12,27.9,17.2,0.7,3.57,18.33,8.3,81,6.1
beijing_plain,1990-09-13,26.6,18.5,10.2,2.5,12.06,11.8,84,7.1
beijing_plain,1990-09-14,24.9,14.6,0.9,3.95,20.84,21.3,72,8.8
beijing_plain,1990-09-15,25.0,12.3,0.0,3.53,17.46,16.2,72,9.5
beijing_plain,1990-09-16,20.7,14.8,8.1,1.93,7.48,24.9,76,11.1
beijing_plain,1990-09-17,20.7,10.5,0.0,4.79,19.44,25.3,42,16.8
beijing_plain,1990-09-18,22.9,8.0,0.0,3.74,20.41,17.5,65,10.3
beijing_plain,1990-09-19,23.5,12.1,0.0,3.44,19.53,10.5,73,5.4
beijing_plain,1990-09-20,23.3,14.5,1.1,2.34,12.81,9.5,83,5.3
beijing_plain,1990-09-21,25.1,16.1,0.0,3.83,19.04,16.5,69,10.6
beijing_plain,1990-09-22,21.9,14.4,0.0,2.11,9.92,12.1,73,6.8
beijing_plain,1990-09-23,23.0,10.9,0.0,3.54,19.02,11.7,72,8.0
beijing_plain,1990-09-24,22.5,12.4,0.5,2.5,13.1,8.3,73,6.2
beijing_plain,1990-09-25,19.6,15.1,9.7,1.27,6.18,11.7,86,6.8
beijing_plain,1990-09-26,20.4,15.1,11.7,1.02,4.95,9.1,89,5.8
beijing_plain,1990-09-27,24.6,13.8,3.2,3.28,17.29,11.4,75,5.9
beijing_plain,1990-09-28,25.3,11.6,0.0,3.56,18.56,14.8,69,7.2
beijing_plain,1990-09-29,24.1,11.6,0.0,3.54,17.65,15.5,65,8.5
beijing_plain,1990-09-30,20.9,12.2,0.0,4.56,19.12,17.3,37,11.9
beijing_plain,1990-10-01,21.9,9.2,0.0,4.02,18.81,14.1,45,9.6
beijing_plain,1990-10-02,23.7,7.9,0.0,3.44,17.79,13.9,62,7.1
beijing_plain,1990-10-03,22.7,12.4,0.0,2.84,15.32,14.0,72,6.7
beijing_plain,1990-10-04,24.7,12.4,0.0,3.08,17.17,11.0,77,5.8
beijing_plain,1990-10-05,26.7,12.8,0.0,3.76,16.93,24.1,71,6.4
beijing_plain,1990-10-06,20.1,11.1,0.0,3.9,17.8,18.2,41,9.0
beijing_plain,1990-10-07,22.2,8.2,0.0,2.79,16.76,5.9,61,3.0
beijing_plain,1990-10-08,20.3,9.9,0.0,2.79,15.51,10.0,64,7.3
beijing_plain,1990-10-09,18.0,7.4,0.0,2.68,15.59,10.0,57,6.8
beijing_plain,1990-10-10,17.0,9.1,0.0,1.69,7.52,9.3,64,6.5
beijing_plain,1990-10-11,21.4,10.8,0.0,2.66,15.17,11.0,69,6.1
beijing_plain,1990-10-12,21.4,10.7,0.0,2.03,11.3,8.8,78,4.7
beijing_plain,1990-10-13,24.9,10.5,0.0,2.55,13.83,8.6,73,4.9
beijing_plain,1990-10-14,23.0,10.6,0.0,3.02,15.51,9.8,62,7.9
beijing_plain,1990-10-15,23.2,10.8,0.0,2.5,14.19,9.4,73,4.6
beijing_plain,1990-10-16,22.6,11.1,0.0,3.3,15.38,17.3,55,9.9
beijing_plain,1990-10-17,18.8,9.8,0.0,2.02,11.5,11.6,64,5.8
beijing_plain,1990-10-18,20.5,8.4,0.0,2.54,14.68,9.5,67,5.9
beijing_plain,1990-10-19,21.5,7.1,0.0,2.36,14.28,6.5,71,4.1
beijing_plain,1990-10-20,22.1,8.0,0.0,2.25,13.27,8.3,75,4.4
beijing_plain,1990-10-21,21.7,9.0,0.4,2.26,13.11,9.7,80,7.2
beijing_plain,1990-10-22,19.6,12.3,0.6,1.26,7.04,8.4,89,5.7
beijing_plain,1990-10-23,20.1,10.9,0.0,2.11,11.7,21.7,76,6.3
beijing_plain,1990-10-24,14.9,7.8,0.0,3.84,12.96,23.1,31,15.7
beijing_plain,1990-10-25,20.0,3.1,0.0,2.67,13.9,11.6,48,7.1
beijing_plain,1990-10-26,18.1,4.5,0.0,2.14,13.49,9.0,59,5.3
beijing_plain,1990-10-27,19.2,4.4,0.0,2.02,12.62,7.9,73,4.7
beijing_plain,1990-10-28,19.9,4.9,0.0,2.18,13.04,10.5,75,6.1
beijing_plain,1990-10-29,19.1,6.2,0.0,2.07,12.71,9.8,75,5.4
beijing_plain,1990-10-30,19.4,7.3,0.0,1.94,12.39,8.6,79,4.0
beijing_plain,1990-10-31,20.0,8.1,0.0,2.48,10.93,19.3,68,9.9
beijing_plain,1990-11-01,14.4,7.5,0.0,2.7,8.41,17.8,33,10.8
beijing_plain,1990-11-02,11.4,6.6,0.0,1.5,6.73,13.3,58,8.6
beijing_plain,1990-11-03,13.6,3.4,0.0,1.41,8.92,9.8,75,5.7
beijing_plain,1990-11-04,15.2,6.0,0.0,1.42,9.09,9.2,75,5.9
beijing_plain,1990-11-05,14.6,1.8,0.7,1.74,9.62,14.5,61,6.7
beijing_plain,1990-11-06,16.2,1.0,0.0,1.92,11.66,10.0,65,5.8
beijing_plain,1990-11-07,10.9,3.5,1.9,1.48,4.01,13.2,57,10.3
beijing_plain,1990-11-08,10.7,1.5,7.7,1.68,4.09,25.3,62,15.7
beijing_plain,1990-11-09,4.7,-2.9,0.0,2.19,12.03,20.3,28,12.2
beijing_plain,1990-11-10,8.6,-4.6,0.0,1.71,11.26,12.5,49,7.6
beijing_plain,1990-11-11,13.1,-2.0,0.0,1.49,11.09,10.2,68,4.8
beijing_plain,1990-11-12,15.9,-0.9,0.0,1.64,11.1,10.3,70,6.2
beijing_plain,1990-11-13,16.4,1.0,0.0,1.41,10.04,9.4,77,3.8
beijing_plain,1990-11-14,13.6,2.1,0.0,1.51,9.36,10.1,70,7.9
beijing_plain,1990-11-15,11.2,1.2,0.0,1.19,7.35,10.0,64,5.7
beijing_plain,1990-11-16,13.5,2.8,0.0,1.12,6.11,13.3,78,7.3
beijing_plain,1990-11-17,9.8,6.6,0.0,0.96,1.79,13.0,49,5.8
beijing_plain,1990-11-18,11.6,4.4,0.0,0.95,6.02,7.7,65,3.6
beijing_plain,1990-11-19,12.9,2.6,0.5,2.03,7.36,29.6,64,10.4
beijing_plain,1990-11-20,3.6,-3.9,0.0,2.43,10.63,25.9,18,17.2
beijing_plain,1990-11-21,7.3,-6.1,0.0,1.73,10.48,14.8,39,9.5
beijing_plain,1990-11-22,11.9,-4.3,0.0,1.67,10.11,9.4,43,7.1
beijing_plain,1990-11-23,10.4,-2.2,0.0,1.24,9.01,8.7,61,4.7
beijing_plain,1990-11-24,12.7,2.4,0.0,1.41,9.4,9.8,66,5.7
beijing_plain,1990-11-25,11.7,-2.7,0.0,1.34,9.65,9.5,59,5.5
beijing_plain,1990-11-26,11.6,-0.3,0.0,1.15,9.21,7.2,67,3.8
beijing_plain,1990-11-27,11.2,-1.9,0.0,1.0,8.41,9.4,86,5.1
beijing_plain,1990-11-28,9.7,1.5,1.2,0.68,5.97,8.0,92,5.5
beijing_plain,1990-11-29,7.7,4.5,3.9,0.75,2.42,16.9,69,8.4
beijing_plain,1990-11-30,4.3,-5.3,0.0,2.17,7.53,31.5,31,25.5
beijing_plain,1990-12-01,0.2,-6.4,0.0,2.09,9.67,28.6,23,22.8
beijing_plain,1990-12-02,2.4,-4.4,0.0,1.72,9.46,19.9,33,14.2
beijing_plain,1990-12-03,5.9,-6.1,0.0,1.2,9.22,9.8,51,6.6
beijing_plain,1990-12-04,7.0,-5.4,0.0,1.05,9.18,9.8,64,5.6
beijing_plain,1990-12-05,7.5,-5.3,0.0,1.09,9.16,10.9,64,6.6
beijing_plain,1990-12-06,8.5,-4.3,0.0,0.99,8.92,8.8,73,4.9
beijing_plain,1990-12-07,10.2,-2.9,0.0,1.25,8.79,9.7,63,7.6
beijing_plain,1990-12-08,7.3,-1.8,0.0,0.61,4.92,6.2,81,2.9
beijing_plain,1990-12-09,4.4,-2.9,0.0,0.53,5.68,7.8,93,4.1
beijing_plain,1990-12-10,0.1,-7.5,0.0,1.54,7.39,28.8,42,19.8
beijing_plain,1990-12-11,-1.7,-9.0,0.0,1.21,9.28,15.1,24,7.9
beijing_plain,1990-12-12,2.5,-8.0,0.0,1.02,8.96,8.8,46,5.8
beijing_plain,1990-12-13,6.5,-5.8,0.0,1.27,8.45,11.2,48,6.5
beijing_plain,1990-12-14,2.6,-4.8,0.0,1.43,9.0,14.1,34,9.7
beijing_plain,1990-12-15,3.7,-6.2,0.0,1.09,8.9,10.0,47,6.1
beijing_plain,1990-12-16,2.2,-6.5,0.1,0.93,7.1,7.9,47,5.7
beijing_plain,1990-12-17,4.6,-5.0,0.2,1.17,8.87,10.5,49,7.5
beijing_plain,1990-12-18,3.7,-4.4,0.0,1.26,8.8,10.1,41,7.4
beijing_plain,1990-12-19,1.2,-5.4,0.0,0.49,3.96,9.5,63,4.6
beijing_plain,1990-12-20,6.4,-6.2,0.0,0.9,8.57,9.6,69,4.6
beijing_plain,1990-12-21,5.5,-4.0,0.0,1.93,8.95,27.0,41,14.7
beijing_plain,1990-12-22,4.0,-3.4,0.0,1.78,8.91,20.1,30,12.0
beijing_plain,1990-12-23,3.6,-5.9,0.0,1.12,8.72,8.8,49,7.0
beijing_plain,1990-12-24,3.4,-6.1,0.0,0.81,8.63,8.4,75,5.4
beijing_plain,1990-12-25,-1.1,-6.2,0.0,1.78,9.01,30.8,28,19.9
beijing_plain,1990-12-26,-1.1,-7.3,0.0,1.38,9.08,16.6,24,10.7
beijing_plain,1990-12-27,-1.0,-8.3,0.0,0.93,6.63,11.0,35,6.3
beijing_plain,1990-12-28,0.0,-7.2,0.0,0.8,8.76,7.0,57,4.7
beijing_plain,1990-12-29,1.4,-8.5,0.0,0.81,8.76,9.7,65,6.1
beijing_plain,1990-12-30,1.2,-6.3,0.0,0.6,5.88,5.4,70,3.3
beijing_plain,1990-12-31,6.1,-4.4,0.0,1.35,8.52,12.8,51,7.9
beijing_plain,1991-01-01,-0.1,-6.0,0.0,1.68,9.43,21.3,25,13.3
beijing_plain,1991-01-02,0.7,-8.1,0.0,1.11,9.42,8.8,32,5.6
beijing_plain,1991-01-03,-1.8,-9.0,0.0,1.53,9.69,28.6,21,14.1
beijing_plain,1991-01-04,0.3,-9.6,0.0,1.2,9.61,9.8,25,6.8
beijing_plain,1991-01-05,-1.9,-8.5,0.0,1.06,9.36,9.2,28,5.6
beijing_plain,1991-01-06,0.0,-7.0,0.0,0.97,7.51,17.3,44,6.9
beijing_plain,1991-01-07,-1.4,-8.7,0.0,1.29,9.72,16.1,31,10.9
beijing_plain,1991-01-08,-1.7,-10.3,0.0,1.09,9.79,9.7,36,7.0
beijing_plain,1991-01-09,1.1,-8.7,0.0,1.07,9.65,15.4,49,7.2
beijing_plain,1991-01-10,0.1,-6.4,0.0,1.38,8.38,15.8,33,11.0
beijing_plain,1991-01-11,1.2,-5.7,0.0,1.05,8.76,15.6,39,4.9
beijing_plain,1991-01-12,0.8,-7.0,0.0,1.44,10.22,13.3,30,9.8
beijing_plain,1991-01-13,2.0,-9.2,0.0,1.26,10.29,11.3,35,7.1
beijing_plain,1991-01-14,4.6,-6.7,0.0,1.25,10.24,9.8,41,6.2
beijing_plain,1991-01-15,4.8,-6.9,0.0,1.14,10.18,9.1,53,6.0
beijing_plain,1991-01-16,6.4,-5.5,0.0,1.56,9.79,15.9,47,10.4
beijing_plain,1991-01-17,3.8,-7.0,0.0,1.0,9.73,9.1,67,7.0
beijing_plain,1991-01-18,3.3,-6.5,0.0,0.86,9.53,7.5,77,4.8
beijing_plain,1991-01-19,4.9,-7.0,0.0,1.0,10.27,8.9,75,4.4
beijing_plain,1991-01-20,6.0,-3.7,0.0,0.84,7.86,8.6,79,5.1
beijing_plain,1991-01-21,2.9,-4.0,0.0,0.68,5.06,7.4,68,5.4
beijing_plain,1991-01-22,3.6,-5.5,0.0,0.97,8.29,13.0,69,6.7
beijing_plain,1991-01-23,2.3,-5.4,0.0,0.82,7.03,12.2,68,7.0
beijing_plain,1991-01-24,5.2,-6.4,0.0,1.53,11.35,15.3,51,8.6
beijing_plain,1991-01-25,5.9,-7.5,0.0,1.51,11.49,11.7,35,6.1
beijing_plain,1991-01-26,3.9,-5.4,0.0,1.57,11.61,10.5,35,7.3
beijing_plain,1991-01-27,5.0,-6.6,0.0,1.3,11.38,9.5,52,5.6
beijing_plain,1991-01-28,2.6,-3.8,0.0,0.93,8.69,7.9,64,6.2
beijing_plain,1991-01-29,2.1,-4.5,0.0,0.74,6.89,6.3,68,4.2
beijing_plain,1991-01-30,4.2,-6.2,0.0,1.15,11.44,9.7,66,3.8
beijing_plain,1991-01-31,5.4,-5.2,0.0,1.58,12.19,14.8,48,9.7
beijing_plain,1991-02-01,4.3,-4.8,0.0,1.62,12.36,10.9,38,7.4
beijing_plain,1991-02-02,5.1,-6.2,0.5,1.29,11.74,12.2,64,7.3
beijing_plain,1991-02-03,4.9,-5.3,0.0,1.7,12.58,20.8,48,11.1
beijing_plain,1991-02-04,4.0,-6.2,0.0,1.7,12.91,11.9,35,8.0
beijing_plain,1991-02-05,7.4,-5.0,0.0,1.6,12.82,10.5,47,5.7
beijing_plain,1991-02-06,5.5,-5.1,0.0,1.36,11.83,11.9,61,8.0
beijing_plain,1991-02-07,5.6,-5.8,0.0,1.45,13.03,11.5,58,6.6
beijing_plain,1991-02-08,2.8,-3.8,0.0,0.56,4.61,9.5,80,5.1
beijing_plain,1991-02-09,8.0,-3.4,0.0,1.43,12.63,8.7,74,6.4
beijing_plain,1991-02-10,6.4,-4.4,0.2,1.13,10.41,9.8,82,6.3
beijing_plain,1991-02-11,6.3,-3.8,0.0,2.15,14.24,15.4,39,10.5
beijing_plain,1991-02-12,7.8,-6.0,0.0,1.88,13.75,10.9,46,8.2
beijing_plain,1991-02-13,8.8,-5.5,0.0,1.57,13.6,7.1,67,4.6
beijing_plain,1991-02-14,5.5,-1.0,0.4,0.84,6.69,5.6,74,4.1
beijing_plain,1991-02-15,7.4,-2.8,0.0,1.3,10.16,12.9,73,6.9
beijing_plain,1991-02-16,7.5,-2.3,1.5,1.99,14.65,19.1,57,10.2
beijing_plain,1991-02-17,5.3,-2.8,0.0,1.43,10.36,13.8,54,8.6
beijing_plain,1991-02-18,4.3,-5.5,0.0,2.25,14.76,29.9,40,17.5
beijing_plain,1991-02-19,1.9,-7.4,0.0,2.25,15.85,17.3,16,12.8
beijing_plain,1991-02-20,4.6,-5.4,0.0,2.39,14.77,33.9,21,14.9
beijing_plain,1991-02-21,4.3,-6.6,0.0,1.84,13.18,15.8,33,8.4
beijing_plain,1991-02-22,-4.2,-12.2,0.0,1.73,16.62,24.3,22,17.7
beijing_plain,1991-02-23,0.1,-9.7,0.0,1.81,16.56,11.1,16,6.5
beijing_plain,1991-02-24,1.6,-8.8,0.0,1.75,16.29,10.6,35,7.4
beijing_plain,1991-02-25,5.1,-7.1,0.0,1.76,15.97,16.4,54,7.9
beijing_plain,1991-02-26,6.6,-4.3,0.0,1.6,13.97,9.7,63,5.8
beijing_plain,1991-02-27,6.9,-2.0,0.0,2.25,13.63,26.8,45,13.6
beijing_plain,1991-02-28,6.3,-5.9,0.0,2.49,17.21,14.4,29,9.3
beijing_plain,1991-03-01,10.1,-4.1,0.0,2.36,16.9,14.6,49,9.3
beijing_plain,1991-03-02,9.8,-2.5,0.0,2.39,16.97,18.0,51,9.1
beijing_plain,1991-03-03,10.5,-3.9,0.0,1.99,15.93,18.7,71,9.8
beijing_plain,1991-03-04,14.1,-3.2,0.0,2.22,15.99,9.4,71,6.2
beijing_plain,1991-03-05,17.2,1.4,0.2,2.53,16.52,10.1,73,6.5
beijing_plain,1991-03-06,7.5,1.3,0.0,1.67,5.18,20.3,52,11.3
beijing_plain,1991-03-07,3.0,0.1,0.0,1.29,6.19,8.5,30,5.2
beijing_plain,1991-03-08,2.5,-1.6,1.5,1.01,8.32,7.4,61,3.6
beijing_plain,1991-03-09,5.4,-4.6,0.0,1.4,12.61,10.0,68,6.6
beijing_plain,1991-03-10,6.6,-1.9,0.1,1.32,10.65,12.6,72,6.4
beijing_plain,1991-03-11,12.9,-2.2,0.0,2.41,17.11,14.1,65,7.1
beijing_plain,1991-03-12,2.1,-3.9,3.1,1.06,5.89,14.8,60,9.6
beijing_plain,1991-03-13,5.7,-5.3,0.0,2.25,18.34,14.3,49,8.0
beijing_plain,1991-03-14,5.4,-5.8,0.9,1.86,12.0,13.0,48,9.8
beijing_plain,1991-03-15,7.7,-0.7,1.3,1.71,15.05,16.6,74,10.6
beijing_plain,1991-03-16,10.7,-2.7,0.0,3.21,20.12,16.6,37,11.2
beijing_plain,1991-03-17,15.0,-0.9,0.0,3.08,19.72,18.4,54,9.9
beijing_plain,1991-03-18,19.3,-0.3,0.0,2.92,18.41,9.5,67,5.8
beijing_plain,1991-03-19,19.0,5.6,0.0,2.42,12.97,27.4,76,7.5
beijing_plain,1991-03-20,10.7,2.1,0.0,3.93,19.82,26.0,26,16.8
beijing_plain,1991-03-21,9.1,-0.5,0.0,2.56,16.66,13.3,40,9.0
beijing_plain,1991-03-22,13.3,-3.2,0.0,3.03,20.08,15.8,48,9.9
beijing_plain,1991-03-23,13.7,2.6,0.0,2.72,12.93,24.2,46,10.1
beijing_plain,1991-03-24,14.4,0.6,0.0,3.43,19.68,14.1,37,9.1
beijing_plain,1991-03-25,15.4,1.3,0.0,3.45,14.7,21.1,30,11.7
beijing_plain,1991-03-26,5.6,-0.0,4.4,1.33,4.67,14.0,50,6.9
beijing_plain,1991-03-27,9.0,-0.6,0.0,2.35,19.61,12.5,68,6.9
beijing_plain,1991-03-28,3.3,-0.1,3.0,1.14,6.31,14.2,68,12.3
beijing_plain,1991-03-29,10.4,-0.8,1.0,2.75,20.91,13.1,57,7.7
beijing_plain,1991-03-30,8.5,-2.4,0.0,3.16,20.12,20.2,32,12.9
beijing_plain,1991-03-31,8.1,-2.5,0.0,3.17,22.4,21.5,32,13.6
beijing_plain,1991-04-01,15.0,-4.8,0.0,3.62,22.3,13.8,40,8.7
beijing_plain,1991-04-02,20.1,-1.6,0.0,4.19,22.48,16.3,42,8.5
beijing_plain,1991-04-03,19.3,4.9,0.0,4.1,20.53,19.1,53,13.4
